topic-id,topic-name,layer,courses,topic-codes,lesson-paths,source-paths
1968,Diagonalizing a 2x2 Matrix,77,MML,MML.5.2.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Lessons/5.2.1. Diagonalizing a 2x2 Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Source/5.2.1. Diagonalizing a 2x2 Matrix
1977,Calculating the Eigenvectors of a 3x3 Matrix With Distinct Eigenvalues,77,MML,MML.5.1.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Lessons/5.1.5. Calculating the Eigenvectors of a 3x3 Matrix With Distinct Eigenvalues.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Source/5.1.5. Calculating the Eigenvectors of a 3x3 Matrix With Distinct Eigenvalues
2105,Orthogonal Matrices,77,MML,MML.6.2.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.2. Orthogonality/Lessons/6.2.5. Orthogonal Matrices.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.2. Orthogonality/Source/6.2.5. Orthogonal Matrices
2149,Mean and Variance of the Binomial Distribution,77,MML,MML.10.5.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Lessons/10.5.4. Mean and Variance of the Binomial Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Source/10.5.4. Mean and Variance of the Binomial Distribution
2166,The Least-Squares Solution of a Linear System (Without Collinearity),77,MML,MML.8.1.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.1. Linear Least-Squares Problems/Lessons/8.1.1. The Least-Squares Solution of a Linear System (Without Collinearity).md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.1. Linear Least-Squares Problems/Source/8.1.1. The Least-Squares Solution of a Linear System (Without Collinearity)
2824,The Second Derivative of a Multivariable Function,77,MML,MML.9.4.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Lessons/9.4.5. The Second Derivative of a Multivariable Function.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Source/9.4.5. The Second Derivative of a Multivariable Function
2994,Approximating Discrete Random Variables as Continuous,77,MML,MML.10.2.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.2. Random Variables/Lessons/10.2.5. Approximating Discrete Random Variables as Continuous.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.2. Random Variables/Source/10.2.5. Approximating Discrete Random Variables as Continuous
3013,Variance of Sample Means,77,MML,MML.12.1.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Lessons/12.1.3. Variance of Sample Means.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Source/12.1.3. Variance of Sample Means
3061,The Rule of the Lazy Statistician for Two Random Variables,77,MML,MML.11.3.8,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Lessons/11.3.8. The Rule of the Lazy Statistician for Two Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Source/11.3.8. The Rule of the Lazy Statistician for Two Random Variables
3123,Quadratic Forms,77,MML,MML.7.1.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Lessons/7.1.2. Quadratic Forms.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Source/7.1.2. Quadratic Forms
3636,Marginal Distributions for Continuous Random Variables,77,MML,MML.11.2.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Lessons/11.2.2. Marginal Distributions for Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Source/11.2.2. Marginal Distributions for Continuous Random Variables
4123,Likelihood Functions for Continuous Probability Distributions,77,MML,MML.12.2.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Lessons/12.2.5. Likelihood Functions for Continuous Probability Distributions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Source/12.2.5. Likelihood Functions for Continuous Probability Distributions
4124,Log-Likelihood Functions for Discrete Probability Distributions,77,MML,MML.12.2.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Lessons/12.2.4. Log-Likelihood Functions for Discrete Probability Distributions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Source/12.2.4. Log-Likelihood Functions for Discrete Probability Distributions
5845,Total and Tensor Derivatives,77,MML,MML.9.5.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Lessons/9.5.1. Total and Tensor Derivatives.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Source/9.5.1. Total and Tensor Derivatives
1965,Calculating the Eigenvectors of a 3x3 Matrix in the General Case,78,MML,MML.5.1.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Lessons/5.1.6. Calculating the Eigenvectors of a 3x3 Matrix in the General Case.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Source/5.1.6. Calculating the Eigenvectors of a 3x3 Matrix in the General Case
1969,Properties of Diagonalization,78,MML,MML.5.2.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Lessons/5.2.2. Properties of Diagonalization.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Source/5.2.2. Properties of Diagonalization
1970,Diagonalizing a 3x3 Matrix With Distinct Eigenvalues,78,MML,MML.5.2.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Lessons/5.2.3. Diagonalizing a 3x3 Matrix With Distinct Eigenvalues.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Source/5.2.3. Diagonalizing a 3x3 Matrix With Distinct Eigenvalues
2169,Linear Regression With Matrices,78,MML,MML.8.2.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.2. Linear Regression/Lessons/8.2.1. Linear Regression With Matrices.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.2. Linear Regression/Source/8.2.1. Linear Regression With Matrices
3023,The Chi-Square Distribution,78,MML,MML.10.6.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Lessons/10.6.5. The Chi-Square Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Source/10.6.5. The Chi-Square Distribution
3122,Change of Variables in Quadratic Forms,78,MML,MML.7.1.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Lessons/7.1.3. Change of Variables in Quadratic Forms.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Source/7.1.3. Change of Variables in Quadratic Forms
3127,Positive-Definite and Negative-Definite Quadratic Forms,78,MML,MML.7.1.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Lessons/7.1.4. Positive-Definite and Negative-Definite Quadratic Forms.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Source/7.1.4. Positive-Definite and Negative-Definite Quadratic Forms
3137,Sampling Proportions From Finite Populations,78,MML,MML.12.1.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Lessons/12.1.7. Sampling Proportions From Finite Populations.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Source/12.1.7. Sampling Proportions From Finite Populations
3171,Constrained Optimization of Quadratic Forms,78,MML,MML.7.1.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Lessons/7.1.5. Constrained Optimization of Quadratic Forms.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Source/7.1.5. Constrained Optimization of Quadratic Forms
3277,Mean and Variance of the Continuous Uniform Distribution,78,MML,MML.10.6.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Lessons/10.6.2. Mean and Variance of the Continuous Uniform Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Source/10.6.2. Mean and Variance of the Continuous Uniform Distribution
3820,The Sample Variance,78,MML,MML.12.1.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Lessons/12.1.4. The Sample Variance.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Source/12.1.4. The Sample Variance
3856,Computing Expected Values From Joint Distributions,78,MML,MML.11.3.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Lessons/11.3.3. Computing Expected Values From Joint Distributions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Source/11.3.3. Computing Expected Values From Joint Distributions
3863,Independence of Continuous Random Variables,78,MML,MML.11.2.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Lessons/11.2.3. Independence of Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Source/11.2.3. Independence of Continuous Random Variables
4125,Log-Likelihood Functions for Continuous Probability Distributions,78,MML,MML.12.2.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Lessons/12.2.6. Log-Likelihood Functions for Continuous Probability Distributions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Source/12.2.6. Log-Likelihood Functions for Continuous Probability Distributions
4171,Second-Degree Taylor Polynomials of Multivariable Functions,78,MML,MML.9.4.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Lessons/9.4.6. Second-Degree Taylor Polynomials of Multivariable Functions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Source/9.4.6. Second-Degree Taylor Polynomials of Multivariable Functions
4319,Orthogonal Linear Transformations,78,MML,MML.6.2.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.2. Orthogonality/Lessons/6.2.6. Orthogonal Linear Transformations.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.2. Orthogonality/Source/6.2.6. Orthogonal Linear Transformations
5527,Gradients With Respect to a Variable Subset,78,MML,MML.9.3.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Lessons/9.3.7. Gradients With Respect to a Variable Subset.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Source/9.3.7. Gradients With Respect to a Variable Subset
5868,The Chain Rule for Total Derivatives,78,MML,MML.9.5.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Lessons/9.5.2. The Chain Rule for Total Derivatives.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Source/9.5.2. The Chain Rule for Total Derivatives
1633,Normal Approximations of Binomial Distributions,79,MML,MML.11.5.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Lessons/11.5.1. Normal Approximations of Binomial Distributions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Source/11.5.1. Normal Approximations of Binomial Distributions
1945,Global vs. Local Extrema and Critical Points of Multivariable Functions,79,MML,MML.9.8.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Lessons/9.8.1. Global vs. Local Extrema and Critical Points of Multivariable Functions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Source/9.8.1. Global vs. Local Extrema and Critical Points of Multivariable Functions
1971,Diagonalizing a 3x3 Matrix in the General Case,79,MML,MML.5.2.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Lessons/5.2.4. Diagonalizing a 3x3 Matrix in the General Case.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Source/5.2.4. Diagonalizing a 3x3 Matrix in the General Case
2167,The Least-Squares Solution of a Linear System (With Collinearity),79,MML,MML.8.1.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.1. Linear Least-Squares Problems/Lessons/8.1.2. The Least-Squares Solution of a Linear System (With Collinearity).md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.1. Linear Least-Squares Problems/Source/8.1.2. The Least-Squares Solution of a Linear System (With Collinearity)
2170,Polynomial Regression With Matrices,79,MML,MML.8.2.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.2. Linear Regression/Lessons/8.2.2. Polynomial Regression With Matrices.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.2. Linear Regression/Source/8.2.2. Polynomial Regression With Matrices
2171,Multiple Linear Regression With Matrices,79,MML,MML.8.2.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.2. Linear Regression/Lessons/8.2.3. Multiple Linear Regression With Matrices.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.2. Linear Regression/Source/8.2.3. Multiple Linear Regression With Matrices
3009,Combining Two Normally Distributed Random Variables,79,MML,MML.11.5.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Lessons/11.5.2. Combining Two Normally Distributed Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Source/11.5.2. Combining Two Normally Distributed Random Variables
3022,Conditional Distributions for Continuous Random Variables,79,MML,MML.11.2.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Lessons/11.2.4. Conditional Distributions for Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Source/11.2.4. Conditional Distributions for Continuous Random Variables
3049,The Covariance of Two Random Variables,79,MML,MML.11.4.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.4. Covariance of Random Variables/Lessons/11.4.1. The Covariance of Two Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.4. Covariance of Random Variables/Source/11.4.1. The Covariance of Two Random Variables
3077,Maximum Likelihood Estimation,79,MML,MML.12.2.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Lessons/12.2.7. Maximum Likelihood Estimation.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Source/12.2.7. Maximum Likelihood Estimation
3138,The Sample Covariance Matrix,79,MML,MML.12.1.9,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Lessons/12.1.9. The Sample Covariance Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Source/12.1.9. The Sample Covariance Matrix
3335,Diagonalization of 2x2 Symmetric Matrices,79,MML,MML.5.2.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Lessons/5.2.6. Diagonalization of 2x2 Symmetric Matrices.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Source/5.2.6. Diagonalization of 2x2 Symmetric Matrices
3640,The Joint CDF of Two Continuous Random Variables,79,MML,MML.11.2.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Lessons/11.2.5. The Joint CDF of Two Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Source/11.2.5. The Joint CDF of Two Continuous Random Variables
5536,Vector Gradients,79,MML,MML.9.5.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Lessons/9.5.3. Vector Gradients.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Source/9.5.3. Vector Gradients
1944,The Second Partial Derivatives Test,80,MML,MML.9.8.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Lessons/9.8.2. The Second Partial Derivatives Test.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Source/9.8.2. The Second Partial Derivatives Test
1948,Lagrange Multipliers With One Constraint,80,MML,MML.9.8.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Lessons/9.8.4. Lagrange Multipliers With One Constraint.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Source/9.8.4. Lagrange Multipliers With One Constraint
3050,The Correlation Coefficient for Two Random Variables,80,MML,MML.11.4.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.4. Covariance of Random Variables/Lessons/11.4.3. The Correlation Coefficient for Two Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.4. Covariance of Random Variables/Source/11.4.3. The Correlation Coefficient for Two Random Variables
3057,Conditional Expectation for Continuous Random Variables,80,MML,MML.11.3.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Lessons/11.3.6. Conditional Expectation for Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Source/11.3.6. Conditional Expectation for Continuous Random Variables
3119,Diagonalization of 3x3 Symmetric Matrices,80,MML,MML.5.2.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Lessons/5.2.7. Diagonalization of 3x3 Symmetric Matrices.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Source/5.2.7. Diagonalization of 3x3 Symmetric Matrices
3638,Combining Multiple Normally Distributed Random Variables,80,MML,MML.11.5.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Lessons/11.5.3. Combining Multiple Normally Distributed Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Source/11.5.3. Combining Multiple Normally Distributed Random Variables
3775,Introduction to Principal Component Analysis,80,MML,MML.8.3.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.3. Principal Component Analysis/Lessons/8.3.1. Introduction to Principal Component Analysis.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.3. Principal Component Analysis/Source/8.3.1. Introduction to Principal Component Analysis
3866,Properties of the Joint CDF of Two Continuous Random Variables,80,MML,MML.11.2.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Lessons/11.2.6. Properties of the Joint CDF of Two Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Source/11.2.6. Properties of the Joint CDF of Two Continuous Random Variables
3940,Variance of Sums of Random Variables,80,MML,MML.11.4.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.4. Covariance of Random Variables/Lessons/11.4.2. Variance of Sums of Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.4. Covariance of Random Variables/Source/11.4.2. Variance of Sums of Random Variables
6007,Further Vector Gradients,80,MML,MML.9.5.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Lessons/9.5.4. Further Vector Gradients.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Source/9.5.4. Further Vector Gradients
1947,Calculating Global Extrema of Multivariable Functions,81,MML,MML.9.8.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Lessons/9.8.3. Calculating Global Extrema of Multivariable Functions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Source/9.8.3. Calculating Global Extrema of Multivariable Functions
3380,Lagrange Multipliers With Multiple Constraints,81,MML,MML.9.8.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Lessons/9.8.5. Lagrange Multipliers With Multiple Constraints.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Source/9.8.5. Lagrange Multipliers With Multiple Constraints
3859,I.I.D Normal Random Variables,81,MML,MML.11.5.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Lessons/11.5.4. I.I.D Normal Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Source/11.5.4. I.I.D Normal Random Variables
3929,Conditional Variance for Continuous Random Variables,81,MML,MML.11.3.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Lessons/11.3.7. Conditional Variance for Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Source/11.3.7. Conditional Variance for Continuous Random Variables
3939,The Covariance Matrix,81,MML,MML.11.4.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.4. Covariance of Random Variables/Lessons/11.4.4. The Covariance Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.4. Covariance of Random Variables/Source/11.4.4. The Covariance Matrix
3945,Computing Principal Components,81,MML,MML.8.3.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.3. Principal Component Analysis/Lessons/8.3.2. Computing Principal Components.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.3. Principal Component Analysis/Source/8.3.2. Computing Principal Components
4164,Optimizing Multivariable Functions Using Lagrange Multipliers,81,MML,MML.9.8.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Lessons/9.8.6. Optimizing Multivariable Functions Using Lagrange Multipliers.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.8. Optimization/Source/9.8.6. Optimizing Multivariable Functions Using Lagrange Multipliers
4238,Constrained Optimization of Quadratic Forms: Determining Where Extrema are Attained,81,MML,MML.7.1.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Lessons/7.1.6. Constrained Optimization of Quadratic Forms- Determining Where Extrema are Attained.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.1. Quadratic Forms/Source/7.1.6. Constrained Optimization of Quadratic Forms- Determining Where Extrema are Attained
5869,Matrix Gradients,81,MML,MML.9.5.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Lessons/9.5.5. Matrix Gradients.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.5. Matrix Calculus/Source/9.5.5. Matrix Gradients
918,The Bivariate Normal Distribution,82,MML,MML.11.5.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Lessons/11.5.5. The Bivariate Normal Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.5. Normally Distributed Random Variables/Source/11.5.5. The Bivariate Normal Distribution
2990,Modeling With Continuous Uniform Distributions,82,MML,MML.10.6.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Lessons/10.6.3. Modeling With Continuous Uniform Distributions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Source/10.6.3. Modeling With Continuous Uniform Distributions
3067,Sample Means From Normal Populations,82,MML,MML.12.1.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Lessons/12.1.5. Sample Means From Normal Populations.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Source/12.1.5. Sample Means From Normal Populations
3131,The Singular Values of a Matrix,82,MML,MML.7.2.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Lessons/7.2.1. The Singular Values of a Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Source/7.2.1. The Singular Values of a Matrix
