role,layer,course,topic-id,topic-number,topic-name,md-path,src-path,local-md-path,local-src-path,assignment
lesson,51,MF3,1200,9.3.5,Calculating the Definite Integral of a Function Given Its Graph,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.5. Calculating the Definite Integral of a Function Given Its Graph.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.5. Calculating the Definite Integral of a Function Given Its Graph,252/M-2/OHW-2/Lessons/Calculating the Definite Integral of a Function Given Its Graph - 1200.md;252/M-2/WHW-2/Lessons/Calculating the Definite Integral of a Function Given Its Graph - 1200.md;252/M-3/WHW-3/Prerequisites/Calculating the Definite Integral of a Function Given Its Graph - 1200.md,252/M-2/OHW-2/Source/Calculating the Definite Integral of a Function Given Its Graph - 1200;252/M-2/WHW-2/Source/Calculating the Definite Integral of a Function Given Its Graph - 1200;252/M-3/WHW-3/Source/Calculating the Definite Integral of a Function Given Its Graph - 1200,M-2/OHW-2;M-2/WHW-2;M-3/WHW-3
lesson,52,MF3,626,9.3.6,Definite Integrals of Piecewise Functions,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.6. Definite Integrals of Piecewise Functions.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.6. Definite Integrals of Piecewise Functions,252/M-2/OHW-2/Lessons/Definite Integrals of Piecewise Functions - 626.md;252/M-2/WHW-2/Lessons/Definite Integrals of Piecewise Functions - 626.md,252/M-2/OHW-2/Source/Definite Integrals of Piecewise Functions - 626;252/M-2/WHW-2/Source/Definite Integrals of Piecewise Functions - 626,M-2/OHW-2;M-2/WHW-2
lesson,52,MF3,333,9.4.1,The Integral as an Accumulation Function,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.4. Accumulation Functions/Lessons/9.4.1. The Integral as an Accumulation Function.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.4. Accumulation Functions/Source/9.4.1. The Integral as an Accumulation Function,252/M-1/OHW-1/Prerequisites/The Integral as an Accumulation Function - 333.md;252/M-3/WHW-3/Lessons/The Integral as an Accumulation Function - 333.md,252/M-1/OHW-1/Source/The Integral as an Accumulation Function - 333;252/M-3/WHW-3/Source/The Integral as an Accumulation Function - 333,M-1/OHW-1;M-3/WHW-3
lesson,52,MF3,1203,9.5.1,The Average Value of a Function,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.5. Applications of Integration/Lessons/9.5.1. The Average Value of a Function.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.5. Applications of Integration/Source/9.5.1. The Average Value of a Function,252/M-2/OHW-2/Lessons/The Average Value of a Function - 1203.md;252/M-2/WHW-2/Lessons/The Average Value of a Function - 1203.md;252/M-3/WHW-3/Lessons/The Average Value of a Function - 1203.md,252/M-2/OHW-2/Source/The Average Value of a Function - 1203;252/M-2/WHW-2/Source/The Average Value of a Function - 1203;252/M-3/WHW-3/Source/The Average Value of a Function - 1203,M-2/OHW-2;M-2/WHW-2;M-3/WHW-3
lesson,53,MF3,613,9.4.2,The Second Fundamental Theorem of Calculus,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.4. Accumulation Functions/Lessons/9.4.2. The Second Fundamental Theorem of Calculus.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.4. Accumulation Functions/Source/9.4.2. The Second Fundamental Theorem of Calculus,252/M-3/WHW-3/Lessons/The Second Fundamental Theorem of Calculus - 613.md,252/M-3/WHW-3/Source/The Second Fundamental Theorem of Calculus - 613,M-3/WHW-3
lesson,54,MF3,335,11.1.6,Calculating the Position Function of a Particle Using Integration,"vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Lessons/11.1.6. Calculating the Position Function of a Particle Using Integration.md","vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Source/11.1.6. Calculating the Position Function of a Particle Using Integration",252/M-1/OHW-1/Prerequisites/Calculating the Position Function of a Particle Using Integration - 335.md;252/M-3/WHW-3/Lessons/Calculating the Position Function of a Particle Using Integration - 335.md,252/M-1/OHW-1/Source/Calculating the Position Function of a Particle Using Integration - 335;252/M-3/WHW-3/Source/Calculating the Position Function of a Particle Using Integration - 335,M-1/OHW-1;M-3/WHW-3
lesson,55,MF3,3576,11.1.7,Calculating the Displacement of a Particle Using Integration,"vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Lessons/11.1.7. Calculating the Displacement of a Particle Using Integration.md","vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Source/11.1.7. Calculating the Displacement of a Particle Using Integration",252/M-1/OHW-1/Lessons/Calculating the Displacement of a Particle Using Integration - 3576.md;252/M-3/WHW-3/Lessons/Calculating the Displacement of a Particle Using Integration - 3576.md,252/M-1/OHW-1/Source/Calculating the Displacement of a Particle Using Integration - 3576;252/M-3/WHW-3/Source/Calculating the Displacement of a Particle Using Integration - 3576,M-1/OHW-1;M-3/WHW-3
prerequisite,24,MF2,2271,7.1.1,Introduction to Sequences,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Lessons/7.1.1. Introduction to Sequences.md,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Source/7.1.1. Introduction to Sequences,252/M-1/WHW-1/Prerequisites/Introduction to Sequences - 2271.md,252/M-1/WHW-1/Source/Introduction to Sequences - 2271,M-1/WHW-1
prerequisite,26,MF1,3748,5.7.2,Solving Equations With Odd Exponents Using the Nth Root Method,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Lessons/5.7.2. Solving Equations With Odd Exponents Using the Nth Root Method.md,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Source/5.7.2. Solving Equations With Odd Exponents Using the Nth Root Method,252/M-2/OHW-2/Prerequisites/Solving Equations With Odd Exponents Using the Nth Root Method - 3748.md;252/M-2/WHW-2/Prerequisites/Solving Equations With Odd Exponents Using the Nth Root Method - 3748.md;252/M-3/WHW-3/Prerequisites/Solving Equations With Odd Exponents Using the Nth Root Method - 3748.md,252/M-2/OHW-2/Source/Solving Equations With Odd Exponents Using the Nth Root Method - 3748;252/M-2/WHW-2/Source/Solving Equations With Odd Exponents Using the Nth Root Method - 3748;252/M-3/WHW-3/Source/Solving Equations With Odd Exponents Using the Nth Root Method - 3748,M-2/OHW-2;M-2/WHW-2;M-3/WHW-3
prerequisite,26,MF2,3817,4.1.3,Describing Function Composition,vault/MA/Mathematical-Foundations/MF2/4. Functions/4.1. Functions/Lessons/4.1.3. Describing Function Composition.md,vault/MA/Mathematical-Foundations/MF2/4. Functions/4.1. Functions/Source/4.1.3. Describing Function Composition,252/M-1/OHW-1/Prerequisites/Describing Function Composition - 3817.md;252/M-1/WHW-1/Prerequisites/Describing Function Composition - 3817.md;252/M-2/OHW-2/Prerequisites/Describing Function Composition - 3817.md;252/M-2/WHW-2/Prerequisites/Describing Function Composition - 3817.md,252/M-1/OHW-1/Source/Describing Function Composition - 3817;252/M-1/WHW-1/Source/Describing Function Composition - 3817;252/M-2/OHW-2/Source/Describing Function Composition - 3817;252/M-2/WHW-2/Source/Describing Function Composition - 3817,M-1/OHW-1;M-1/WHW-1;M-2/OHW-2;M-2/WHW-2
prerequisite,27,MF1,1587,5.7.3,Solving Equations With Even Exponents Using the Nth Root Method,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Lessons/5.7.3. Solving Equations With Even Exponents Using the Nth Root Method.md,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Source/5.7.3. Solving Equations With Even Exponents Using the Nth Root Method,252/M-2/OHW-2/Prerequisites/Solving Equations With Even Exponents Using the Nth Root Method - 1587.md;252/M-2/WHW-2/Prerequisites/Solving Equations With Even Exponents Using the Nth Root Method - 1587.md;252/M-3/WHW-3/Prerequisites/Solving Equations With Even Exponents Using the Nth Root Method - 1587.md,252/M-2/OHW-2/Source/Solving Equations With Even Exponents Using the Nth Root Method - 1587;252/M-2/WHW-2/Source/Solving Equations With Even Exponents Using the Nth Root Method - 1587;252/M-3/WHW-3/Source/Solving Equations With Even Exponents Using the Nth Root Method - 1587,M-2/OHW-2;M-2/WHW-2;M-3/WHW-3
prerequisite,27,MF1,1352,13.3.1,Areas of Rectangles and Squares,vault/MA/Mathematical-Foundations/MF1/13. Polygons/13.3. Area and Perimeter/Lessons/13.3.1. Areas of Rectangles and Squares.md,vault/MA/Mathematical-Foundations/MF1/13. Polygons/13.3. Area and Perimeter/Source/13.3.1. Areas of Rectangles and Squares,252/M-1/OHW-1/Prerequisites/Areas of Rectangles and Squares - 1352.md;252/M-1/WHW-1/Prerequisites/Areas of Rectangles and Squares - 1352.md;252/M-2/OHW-2/Prerequisites/Areas of Rectangles and Squares - 1352.md;252/M-2/WHW-2/Prerequisites/Areas of Rectangles and Squares - 1352.md,252/M-1/OHW-1/Source/Areas of Rectangles and Squares - 1352;252/M-1/WHW-1/Source/Areas of Rectangles and Squares - 1352;252/M-2/OHW-2/Source/Areas of Rectangles and Squares - 1352;252/M-2/WHW-2/Source/Areas of Rectangles and Squares - 1352,M-1/OHW-1;M-1/WHW-1;M-2/OHW-2;M-2/WHW-2
prerequisite,28,MF1,1745,12.4.4,Areas of Circles,vault/MA/Mathematical-Foundations/MF1/12. Geometry Fundamentals/12.4. Circles/Lessons/12.4.4. Areas of Circles.md,vault/MA/Mathematical-Foundations/MF1/12. Geometry Fundamentals/12.4. Circles/Source/12.4.4. Areas of Circles,252/M-2/OHW-2/Prerequisites/Areas of Circles - 1745.md;252/M-2/WHW-2/Prerequisites/Areas of Circles - 1745.md,252/M-2/OHW-2/Source/Areas of Circles - 1745;252/M-2/WHW-2/Source/Areas of Circles - 1745,M-2/OHW-2;M-2/WHW-2
prerequisite,30,MF2,660,2.2.2,Factoring Higher-Order Polynomials as a Difference of Squares,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Lessons/2.2.2. Factoring Higher-Order Polynomials as a Difference of Squares.md,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Source/2.2.2. Factoring Higher-Order Polynomials as a Difference of Squares,252/M-2/OHW-2/Prerequisites/Factoring Higher-Order Polynomials as a Difference of Squares - 660.md;252/M-2/WHW-2/Prerequisites/Factoring Higher-Order Polynomials as a Difference of Squares - 660.md;252/M-3/WHW-3/Prerequisites/Factoring Higher-Order Polynomials as a Difference of Squares - 660.md,252/M-2/OHW-2/Source/Factoring Higher-Order Polynomials as a Difference of Squares - 660;252/M-2/WHW-2/Source/Factoring Higher-Order Polynomials as a Difference of Squares - 660;252/M-3/WHW-3/Source/Factoring Higher-Order Polynomials as a Difference of Squares - 660,M-2/OHW-2;M-2/WHW-2;M-3/WHW-3
prerequisite,31,MF1,1628,8.1.10,Increasing and Decreasing Functions,vault/MA/Mathematical-Foundations/MF1/8. Functions/8.1. Functions/Lessons/8.1.10. Increasing and Decreasing Functions.md,vault/MA/Mathematical-Foundations/MF1/8. Functions/8.1. Functions/Source/8.1.10. Increasing and Decreasing Functions,252/M-1/OHW-1/Prerequisites/Increasing and Decreasing Functions - 1628.md;252/M-1/WHW-1/Prerequisites/Increasing and Decreasing Functions - 1628.md;252/M-2/OHW-2/Prerequisites/Increasing and Decreasing Functions - 1628.md;252/M-2/WHW-2/Prerequisites/Increasing and Decreasing Functions - 1628.md,252/M-1/OHW-1/Source/Increasing and Decreasing Functions - 1628;252/M-1/WHW-1/Source/Increasing and Decreasing Functions - 1628;252/M-2/OHW-2/Source/Increasing and Decreasing Functions - 1628;252/M-2/WHW-2/Source/Increasing and Decreasing Functions - 1628,M-1/OHW-1;M-1/WHW-1;M-2/OHW-2;M-2/WHW-2
prerequisite,31,MF2,84,1.2.3,Graphs of General Quadratic Functions,vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.2. Quadratic Functions/Lessons/1.2.3. Graphs of General Quadratic Functions.md,vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.2. Quadratic Functions/Source/1.2.3. Graphs of General Quadratic Functions,252/M-1/OHW-1/Prerequisites/Graphs of General Quadratic Functions - 84.md;252/M-1/WHW-1/Prerequisites/Graphs of General Quadratic Functions - 84.md;252/M-2/OHW-2/Prerequisites/Graphs of General Quadratic Functions - 84.md;252/M-2/WHW-2/Prerequisites/Graphs of General Quadratic Functions - 84.md,252/M-1/OHW-1/Source/Graphs of General Quadratic Functions - 84;252/M-1/WHW-1/Source/Graphs of General Quadratic Functions - 84;252/M-2/OHW-2/Source/Graphs of General Quadratic Functions - 84;252/M-2/WHW-2/Source/Graphs of General Quadratic Functions - 84,M-1/OHW-1;M-1/WHW-1;M-2/OHW-2;M-2/WHW-2
prerequisite,32,MF1,1353,13.3.3,Areas of Trapezoids,vault/MA/Mathematical-Foundations/MF1/13. Polygons/13.3. Area and Perimeter/Lessons/13.3.3. Areas of Trapezoids.md,vault/MA/Mathematical-Foundations/MF1/13. Polygons/13.3. Area and Perimeter/Source/13.3.3. Areas of Trapezoids,252/M-2/OHW-2/Prerequisites/Areas of Trapezoids - 1353.md;252/M-2/WHW-2/Prerequisites/Areas of Trapezoids - 1353.md,252/M-2/OHW-2/Source/Areas of Trapezoids - 1353;252/M-2/WHW-2/Source/Areas of Trapezoids - 1353,M-2/OHW-2;M-2/WHW-2
prerequisite,32,MF2,3958,7.1.5,Properties of Finite Series,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Lessons/7.1.5. Properties of Finite Series.md,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Source/7.1.5. Properties of Finite Series,252/M-1/OHW-1/Prerequisites/Properties of Finite Series - 3958.md;252/M-1/WHW-1/Prerequisites/Properties of Finite Series - 3958.md;252/M-2/OHW-2/Prerequisites/Properties of Finite Series - 3958.md;252/M-2/WHW-2/Prerequisites/Properties of Finite Series - 3958.md,252/M-1/OHW-1/Source/Properties of Finite Series - 3958;252/M-1/WHW-1/Source/Properties of Finite Series - 3958;252/M-2/OHW-2/Source/Properties of Finite Series - 3958;252/M-2/WHW-2/Source/Properties of Finite Series - 3958,M-1/OHW-1;M-1/WHW-1;M-2/OHW-2;M-2/WHW-2
prerequisite,33,MF1,1590,6.2.6,Calculating Distance From a Speed-Time Graph,vault/MA/Mathematical-Foundations/MF1/6. Two-Variable Equations/6.2. Modeling With Two-Variable Linear Equations/Lessons/6.2.6. Calculating Distance From a Speed-Time Graph.md,vault/MA/Mathematical-Foundations/MF1/6. Two-Variable Equations/6.2. Modeling With Two-Variable Linear Equations/Source/6.2.6. Calculating Distance From a Speed-Time Graph,252/M-3/WHW-3/Prerequisites/Calculating Distance From a Speed-Time Graph - 1590.md,252/M-3/WHW-3/Source/Calculating Distance From a Speed-Time Graph - 1590,M-3/WHW-3
prerequisite,33,MF2,269,9.4.1,Finding Trigonometric Ratios of Quadrantal Angles,vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.4. Special Trigonometric Ratios/Lessons/9.4.1. Finding Trigonometric Ratios of Quadrantal Angles.md,vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.4. Special Trigonometric Ratios/Source/9.4.1. Finding Trigonometric Ratios of Quadrantal Angles,252/M-1/WHW-1/Prerequisites/Finding Trigonometric Ratios of Quadrantal Angles - 269.md,252/M-1/WHW-1/Source/Finding Trigonometric Ratios of Quadrantal Angles - 269,M-1/WHW-1
prerequisite,34,MF2,268,9.4.3,Finding Trigonometric Ratios of Special Angles Using the Unit Circle,vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.4. Special Trigonometric Ratios/Lessons/9.4.3. Finding Trigonometric Ratios of Special Angles Using the Unit Circle.md,vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.4. Special Trigonometric Ratios/Source/9.4.3. Finding Trigonometric Ratios of Special Angles Using the Unit Circle,252/M-1/WHW-1/Prerequisites/Finding Trigonometric Ratios of Special Angles Using the Unit Circle - 268.md,252/M-1/WHW-1/Source/Finding Trigonometric Ratios of Special Angles Using the Unit Circle - 268,M-1/WHW-1
prerequisite,38,MF2,1873,11.1.4,Limits at Infinity from Graphs,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Lessons/11.1.4. Limits at Infinity from Graphs.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Source/11.1.4. Limits at Infinity from Graphs,252/M-2/OHW-2/Prerequisites/Limits at Infinity from Graphs - 1873.md;252/M-2/WHW-2/Prerequisites/Limits at Infinity from Graphs - 1873.md,252/M-2/OHW-2/Source/Limits at Infinity from Graphs - 1873;252/M-2/WHW-2/Source/Limits at Infinity from Graphs - 1873,M-2/OHW-2;M-2/WHW-2
