done,sequence,topic-id,topic-name,course-code,topic-code,topic-number,unit,module,layer,min-steps-to-334,max-steps-to-334,direct-prerequisite-ids
0,169,2310,Compound Inequalities,PAL,PAL.5.3.2,5.3.2,5. Equations & Inequalities,5.3. Solving Linear Inequalities,18,14,20,178
0,170,525,Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions,5GM,5GM.3.3.3,3.3.3,3. Adding & Subtracting Fractions,3.3. Adding and Subtracting Mixed Numbers,19,14,33,2356;2362;2392;4204
0,171,2379,Multiplying Mixed Numbers by Whole Numbers,5GM,5GM.4.1.6,4.1.6,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,19,18,20,2459
0,172,2325,Rounding Down Decimals,5GM,5GM.5.1.8,5.1.8,5. Decimals,5.1. Decimals,19,10,38,2286;3883
0,173,2318,Multiplying Decimals by Powers of Ten Using Decimal Point Placement,5GM,5GM.6.1.2,6.1.2,6. Multiplying & Dividing Decimals,6.1. Multiplying Decimals,19,12,36,110
0,174,2323,Dividing Decimals by Powers of Ten Using Place Value,5GM,5GM.6.2.1,6.2.1,6. Multiplying & Dividing Decimals,6.2. Dividing Decimals,19,12,37,110;3882
0,175,540,Four-Digit by One-Digit Division,6GM,6GM.2.1.3,2.1.3,2. The Number System- Whole Number Division,2.1. Dividing Whole Numbers by One-Digit Numbers,19,12,34,536
0,176,2412,Using Fractions to Represent Division of Whole Numbers,6GM,6GM.2.1.4,2.1.4,2. The Number System- Whole Number Division,2.1. Dividing Whole Numbers by One-Digit Numbers,19,11,33,536;3898
0,177,2329,Three-Digit by Two-Digit Division,6GM,6GM.2.2.1,2.2.1,2. The Number System- Whole Number Division,2.2. Dividing Whole Numbers by Two-Digit Numbers,19,10,32,536;541
0,178,2451,Converting Between Percentages and Fractions,PAL,PAL.1.4.2,1.4.2,1. Ratios & Percentages,1.4. Percentages,19,17,19,562
0,179,2805,"Divisibility of Integers by 2, 5, 10, 4, and 8",PAL,PAL.2.3.1,2.3.1,2. The Number System,2.3. Number Theory,19,15,21,536;2396
0,180,644,Identifying Like Terms in Linear Expressions,PAL,PAL.4.2.1,4.2.1,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,19,13,28,645
0,181,3872,Units of Area and Volume,PAL,PAL.6.1.1,6.1.1,6. Geometry,6.1. Introduction to Geometry,19,15,16,236;2321;2403
0,182,2380,Multiplying Mixed Numbers by Fractions,5GM,5GM.4.1.7,4.1.7,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,20,17,19,2379
0,183,3585,Rounding Up Decimals,5GM,5GM.5.1.9,5.1.9,5. Decimals,5.1. Decimals,20,9,37,2325;3900
0,184,2346,Multiplying a Decimal by a One-Digit Whole Number,5GM,5GM.6.1.4,6.1.4,6. Multiplying & Dividing Decimals,6.1. Multiplying Decimals,20,14,36,2323;2409;4788
0,185,2289,Dividing Decimals by Powers of Ten Using Decimal Point Placement,5GM,5GM.6.2.2,6.2.2,6. Multiplying & Dividing Decimals,6.2. Dividing Decimals,20,11,35,2318;2323
0,186,2377,Dividing Whole Numbers by Fractions,6GM,6GM.3.1.4,3.1.4,3. The Number System- Dividing Fractions,3.1. Dividing Fractions and Whole Numbers,20,10,32,533;2388;2412;2459
0,187,2438,Dividing Fractions Using Models,6GM,6GM.3.2.2,3.2.2,3. The Number System- Dividing Fractions,3.2. Dividing Fractions,20,10,32,2359;2412;2436;4698
0,188,2335,Division of Whole Numbers With Decimal Quotients,6GM,6GM.4.3.1,4.3.1,4. The Number System- Decimals,4.3. Decimal Division,20,11,33,540;2344
0,189,3679,Subtracting a Positive Fraction From a Smaller Fraction,PAL,PAL.2.1.3,2.1.3,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,20,13,32,327;525;3720
0,190,3543,"Divisibility of Integers by 3, 9, 6, and 7",PAL,PAL.2.3.2,2.3.2,2. The Number System,2.3. Number Theory,20,14,20,2805
0,191,2381,Multiplying Mixed Numbers,5GM,5GM.4.1.8,4.1.8,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,21,16,18,2380
0,192,2326,Estimating Decimal Addition and Subtraction,5GM,5GM.5.2.1,5.2.1,5. Decimals,5.2. Adding and Subtracting Decimals,21,16,36,3585;3879;3880
0,193,2382,Dividing Fractions,6GM,6GM.3.2.3,3.2.3,3. The Number System- Dividing Fractions,3.2. Dividing Fractions,21,9,31,2369;2377;2438
0,194,2347,Multiplying a Decimal by a Multi-Digit Whole Number,6GM,6GM.4.2.1,4.2.1,4. The Number System- Decimals,4.2. Decimal Multiplication,21,13,35,383;2346
0,195,548,Estimating Decimal Division,6GM,6GM.4.3.7,4.3.7,4. The Number System- Decimals,4.3. Decimal Division,21,12,34,536;2289;3585
0,196,557,Unit Rates,PAL,PAL.1.2.1,1.2.1,1. Ratios & Percentages,1.2. Unit Rates,21,10,21,552;2289
0,197,2452,Converting Between Percentages and Decimals,PAL,PAL.1.4.3,1.4.3,1. Ratios & Percentages,1.4. Percentages,21,17,19,562;2289
0,198,829,Prime Factors,PAL,PAL.2.3.5,2.3.5,2. The Number System,2.3. Number Theory,21,13,19,840;3543
0,199,3762,Multiplying Mixed Numbers: Word Problems,5GM,5GM.4.1.9,4.1.9,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,22,15,17,567;2381
0,200,326,Adding Decimals,6GM,6GM.4.1.1,4.1.1,4. The Number System- Decimals,4.1. Decimal Addition,22,16,35,2326;3916
0,201,109,Subtracting Decimals,6GM,6GM.4.1.2,4.1.2,4. The Number System- Decimals,4.1. Decimal Addition,22,15,34,2326
0,202,111,Multiplying Two-Digit Decimals,6GM,6GM.4.2.2,4.2.2,4. The Number System- Decimals,4.2. Decimal Multiplication,22,12,34,2347
0,203,551,Dividing Decimals Using Place Value Strategies,6GM,6GM.4.3.3,4.3.3,4. The Number System- Decimals,4.3. Decimal Division,22,11,33,548;3898
0,204,2453,Finding Part of a Number Given a Whole and a Percentage,PAL,PAL.1.4.4,1.4.4,1. Ratios & Percentages,1.4. Percentages,22,16,18,2329;2347;2378;2451;2452;2459
0,205,298,Multiplying Positive Numbers With Negative Numbers,PAL,PAL.2.2.1,2.2.1,2. The Number System,2.2. Multiplication and Division of Rational Numbers,22,12,34,2347;2442
0,206,4250,The Fundamental Theorem of Arithmetic,PAL,PAL.2.3.6,2.3.6,2. The Number System,2.3. Number Theory,22,12,18,829;2321
0,207,2339,Addition With Unequal Numbers of Decimals,6GM,6GM.4.1.3,4.1.3,4. The Number System- Decimals,4.1. Decimal Addition,23,15,34,326
0,208,549,Dividing Decimals Using the Standard Algorithm,6GM,6GM.4.3.4,4.3.4,4. The Number System- Decimals,4.3. Decimal Division,23,10,32,551;2335
0,209,2454,Finding Part of a Number Given a Whole and a Percentage: Word Problems,PAL,PAL.1.4.5,1.4.5,1. Ratios & Percentages,1.4. Percentages,23,15,17,540;2453
0,210,3718,Multiplying Negative Numbers,PAL,PAL.2.2.2,2.2.2,2. The Number System,2.2. Multiplication and Division of Rational Numbers,23,11,33,111;298;2378
0,211,811,Finding Greatest Common Factors Using Prime Factorization,PAL,PAL.2.3.7,2.3.7,2. The Number System,2.3. Number Theory,23,11,17,4250
0,212,2340,Subtraction With Unequal Numbers of Decimals,6GM,6GM.4.1.4,4.1.4,4. The Number System- Decimals,4.1. Decimal Addition,24,14,33,109;2339
0,213,2328,Dividing Three-Digit Decimals by Two-Digit Decimals,6GM,6GM.4.3.5,4.3.5,4. The Number System- Decimals,4.3. Decimal Division,24,9,31,549;2329
0,214,330,Dividing With Negative Numbers,PAL,PAL.2.2.3,2.2.3,2. The Number System,2.2. Multiplication and Division of Rational Numbers,24,10,32,3718
0,215,2174,Squaring Rational Numbers,PAL,PAL.3.1.1,3.1.1,3. Exponents & Radicals,3.1. Exponents,24,11,30,3718
0,216,85,The Greatest Common Factor of Two Linear Expressions,PAL,PAL.4.1.7,4.1.7,4. Algebraic Expressions,4.1. Algebraic Expressions,24,11,16,645;811;3721
0,217,3680,Subtracting a Positive Decimal From a Smaller Decimal,PAL,PAL.2.1.4,2.1.4,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,25,13,32,327;2340;3720
0,218,4136,Equivalent Fractions With Negative Numbers,PAL,PAL.2.2.4,2.2.4,2. The Number System,2.2. Multiplication and Division of Rational Numbers,25,9,31,330
0,219,2195,Cubing Rational Numbers,PAL,PAL.3.1.2,3.1.2,3. Exponents & Radicals,3.1. Exponents,25,10,29,2174
0,220,1822,The Square Root of a Perfect Square,PAL,PAL.3.5.1,3.5.1,3. Exponents & Radicals,3.5. Radicals,25,11,27,178;2174
0,221,329,Adding a Positive Number to a Negative Number,PAL,PAL.2.1.5,2.1.5,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,26,13,31,3679;3680
0,222,328,Adding a Negative Number,PAL,PAL.2.1.6,2.1.6,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,26,12,30,3679;3680
0,223,3719,Dividing With Negative Decimals and Fractions,PAL,PAL.2.2.5,2.2.5,2. The Number System,2.2. Multiplication and Division of Rational Numbers,26,8,30,2328;2382;4136
0,224,125,Exponents With Rational Bases,PAL,PAL.3.1.3,3.1.3,3. Exponents & Radicals,3.1. Exponents,26,12,28,2195
0,225,3552,Squaring a Square Root,PAL,PAL.3.5.2,3.5.2,3. Exponents & Radicals,3.5. Radicals,26,10,26,1822
0,226,297,Subtracting a Negative Number,PAL,PAL.2.1.7,2.1.7,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,27,12,30,329
0,227,2202,Reciprocals of Rational Numbers,PAL,PAL.2.2.6,2.2.6,2. The Number System,2.2. Multiplication and Division of Rational Numbers,27,7,27,3719
0,228,322,The Zeroth Power,PAL,PAL.3.1.4,3.1.4,3. Exponents & Radicals,3.1. Exponents,27,11,27,125
0,229,2012,The Power of Product Rule for Exponents,PAL,PAL.3.2.4,3.2.4,3. Exponents & Radicals,3.2. The Rules of Exponents,27,11,16,125
0,230,1819,The Cube Root of a Perfect Cube,PAL,PAL.3.5.3,3.5.3,3. Exponents & Radicals,3.5. Radicals,27,9,25,2195;3552
0,231,134,Collecting Like Terms in Linear Expressions,PAL,PAL.4.2.2,4.2.2,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,27,12,27,329;644
0,232,135,Applying the Distributive Law With Linear Expressions,PAL,PAL.4.2.3,4.2.3,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,27,12,24,328;645;3718
0,233,524,Additive Inverses of Numbers,PAL,PAL.2.1.8,2.1.8,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,28,13,27,297;328
0,234,1131,Solving Problems Using Addition and Subtraction of Rational Numbers,PAL,PAL.2.1.9,2.1.9,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,28,15,17,297;328
0,235,323,Fractions of Fractions,PAL,PAL.2.2.8,2.2.8,2. The Number System,2.2. Multiplication and Division of Rational Numbers,28,6,16,2202
0,236,652,Powers of Negative One,PAL,PAL.3.1.5,3.1.5,3. Exponents & Radicals,3.1. Exponents,28,10,26,322;2202
0,237,2561,Evaluating Rational Number Expressions Without Exponents,PAL,PAL.3.4.1,3.4.1,3. Exponents & Radicals,3.4. Order of Operations,28,11,29,297;299;328;2398;3719
0,238,2204,Surds,PAL,PAL.3.5.4,3.5.4,3. Exponents & Radicals,3.5. Radicals,28,8,24,1819;3585
0,239,3847,The Distributive Law With Three Terms,PAL,PAL.4.2.4,4.2.4,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,28,11,23,135
0,240,138,Simplifying Linear Expressions Using the Distributive Law,PAL,PAL.4.2.6,4.2.6,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,28,11,18,134;135
0,241,1297,Equivalent Expressions With Fractions,AG1,AG1.5.1.1,5.1.1,5. Rational Expressions & Equations,5.1. Rational Expressions,28,11,17,135
0,242,1024,Solving Problems Using the Four Operations on Rational Numbers,PAL,PAL.2.2.9,2.2.9,2. The Number System,2.2. Multiplication and Division of Rational Numbers,29,14,16,1131;2561;3762
0,243,3561,Negative Exponents,PAL,PAL.3.1.6,3.1.6,3. Exponents & Radicals,3.1. Exponents,29,9,25,652
0,244,121,Evaluating Expressions With Positive Integer Exponents,PAL,PAL.3.4.2,3.4.2,3. Exponents & Radicals,3.4. Order of Operations,29,12,25,125;2475;2561
0,245,3709,Simplifying Expressions With Surds,PAL,PAL.3.5.5,3.5.5,3. Exponents & Radicals,3.5. Radicals,29,7,23,2204
0,246,1927,The Product Rule for Radicals,PAL,PAL.3.6.2,3.6.2,3. Exponents & Radicals,3.6. The Rules of Radicals,29,10,11,2204
0,247,2240,The Quotient Rule for Radicals,PAL,PAL.3.6.3,3.6.3,3. Exponents & Radicals,3.6. The Rules of Radicals,29,10,11,2204
0,248,64,Evaluating Linear Expressions,PAL,PAL.4.1.3,4.1.3,4. Algebraic Expressions,4.1. Algebraic Expressions,29,10,28,2561;3721
0,249,137,Distributing the Negative Sign in a Linear Expression,PAL,PAL.4.2.5,4.2.5,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,29,11,22,3847
0,250,267,The Product Rule for Exponents,PAL,PAL.3.2.1,3.2.1,3. Exponents & Radicals,3.2. The Rules of Exponents,30,8,24,3561
0,251,1987,Evaluating Expressions With Integer Exponents,PAL,PAL.3.4.3,3.4.3,3. Exponents & Radicals,3.4. Order of Operations,30,11,24,121;3561
0,252,2183,Evaluating Rational Expressions,PAL,PAL.4.1.4,4.1.4,4. Algebraic Expressions,4.1. Algebraic Expressions,30,10,21,64
0,253,3873,Simplifying Linear Expressions When a Group of Terms Is Subtracted,PAL,PAL.4.2.7,4.2.7,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,30,10,17,137;138
0,254,87,Factoring Linear Expressions,PAL,PAL.4.2.10,4.2.10,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,30,10,15,85;137;2441
0,255,1412,Solving Linear Equations by Trial and Error,PAL,PAL.5.1.1,5.1.1,5. Equations & Inequalities,5.1. Solving One-Step Linear Equations,30,13,27,64
0,256,2213,Interpreting Linear Expressions,AG1,AG1.1.2.1,1.2.1,1. Equations & Inequalities,1.2. Modeling With Linear Equations,30,14,16,64;557;645;2454
0,257,239,Interval Notation,AG1,AG1.1.3.2,1.3.2,1. Equations & Inequalities,1.3. Linear Inequalities,30,13,19,2204;2310;3709
0,258,1224,The Power Rule for Exponents,PAL,PAL.3.2.3,3.2.3,3. Exponents & Radicals,3.2. The Rules of Exponents,31,7,23,267
0,259,589,Evaluating Numerical Expressions Containing Radicals,PAL,PAL.3.5.6,3.5.6,3. Exponents & Radicals,3.5. Radicals,31,10,23,1987;2204
0,260,65,Solving One-Step Addition and Subtraction Equations,PAL,PAL.5.1.2,5.1.2,5. Equations & Inequalities,5.1. Solving One-Step Linear Equations,31,12,26,134;524;1412
0,261,40,Solving One-Step Multiplication and Division Equations,PAL,PAL.5.1.3,5.1.3,5. Equations & Inequalities,5.1. Solving One-Step Linear Equations,31,12,26,1412
0,262,4028,Unbounded Intervals,AG1,AG1.1.3.3,1.3.3,1. Equations & Inequalities,1.3. Linear Inequalities,31,12,18,239
0,263,68,Simplifying Rational Expressions,AG1,AG1.5.1.2,5.1.2,5. Rational Expressions & Equations,5.1. Rational Expressions,31,10,16,1297;2183
0,264,96,Absolute Value Expressions,AG1,AG1.7.1.1,7.1.1,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",31,12,13,64;1987
0,265,71,The Product Rule for Exponents With Algebraic Expressions,AG1,AG1.8.1.2,8.1.2,8. Exponential Functions,8.1. Rules of Exponents,31,11,18,267;3721
0,266,2607,Radicals as Fractional Exponents,PAL,PAL.3.6.1,3.6.1,3. Exponents & Radicals,3.6. The Rules of Radicals,32,6,22,1224;3709
0,267,66,Solving Two-Step Equations,PAL,PAL.5.2.1,5.2.1,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,32,11,25,40;65
0,268,458,Unions of Intervals,AG1,AG1.1.3.4,1.3.4,1. Equations & Inequalities,1.3. Linear Inequalities,32,11,17,4028
0,269,2230,Determining Units in Formulas,AG1,AG1.3.1.7,3.1.7,3. Units,3.1. Working With Units,32,14,15,68;323;557;3872
0,270,423,Simplifying Rational Expressions by Factoring,AG1,AG1.5.1.3,5.1.3,5. Rational Expressions & Equations,5.1. Rational Expressions,32,9,10,68;87
0,271,470,Introduction to Functions,AG1,AG1.6.1.1,6.1.1,6. Functions,6.1. Functions,32,9,22,64;589
0,272,75,Rules of Absolute Value,AG1,AG1.7.1.2,7.1.2,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",32,11,12,96
0,273,67,Solving Linear Equations With Fractional Coefficients,PAL,PAL.5.2.2,5.2.2,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,33,10,24,66;2202
0,274,2270,Solving Linear Equations With Decimal Coefficients,PAL,PAL.5.2.3,5.2.3,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,33,16,24,66
0,275,94,Two-Variable Linear Equations and Their Solutions,PAL,PAL.5.4.3,5.4.3,5. Equations & Inequalities,5.4. Graphs of Linear Equations,33,12,23,66;92
0,276,2231,Selecting Units for Rates of Change,AG1,AG1.3.1.8,3.1.8,3. Units,3.1. Working With Units,33,13,14,2230;4196;4197
0,277,376,The Square Root of a Perfect Square With Algebraic Expressions,AG1,AG1.4.1.1,4.1.1,4. Radical Expressions,4.1. Radical Expressions,33,10,11,75;1822
0,278,384,Absolute Value Equations,AG1,AG1.7.1.4,7.1.4,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",33,11,12,66;96;137
0,279,380,Writing Radical Expressions Using Fractional Exponents,AG1,AG1.8.1.1,8.1.1,8. Exponential Functions,8.1. Rules of Exponents,33,5,6,2607
0,280,655,Introduction to Polynomials,AG1,AG1.9.1.1,9.1.1,9. Polynomials,9.1. Polynomials,33,11,21,470;2607
0,281,343,Solving Linear Equations With Variables on Both Sides,PAL,PAL.5.2.4,5.2.4,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,34,15,23,67;135;2270
0,282,95,Graphing Linear Equations,PAL,PAL.5.4.4,5.4.4,5. Equations & Inequalities,5.4. Graphs of Linear Equations,34,11,22,94
0,283,381,The Cube Root of a Perfect Cube With Algebraic Expressions,AG1,AG1.4.1.3,4.1.3,4. Radical Expressions,4.1. Radical Expressions,34,9,10,376;1819
0,284,4029,Further Absolute Value Equations,AG1,AG1.7.1.5,7.1.5,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",34,10,11,384
0,285,657,The Degree of a Polynomial,AG1,AG1.9.1.2,9.1.2,9. Polynomials,9.1. Polynomials,34,12,20,645;655
0,286,651,Solving Linear Equations by Clearing a Rational Expression,PAL,PAL.5.2.5,5.2.5,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,35,14,22,343
0,287,97,Horizontal and Vertical Lines,PAL,PAL.5.4.5,5.4.5,5. Equations & Inequalities,5.4. Graphs of Linear Equations,35,10,21,95
0,288,430,Solving Equations Using the Square Root Method,AG1,AG1.1.4.1,1.4.1,1. Equations & Inequalities,1.4. Nonlinear Equations,35,9,10,376;1927;2240;4029
0,289,1783,Simplifying Polynomials,AG1,AG1.9.1.3,9.1.3,9. Polynomials,9.1. Polynomials,35,11,19,134;657
0,290,1413,Solving Linear Equations Using Cross-Multiplication,PAL,PAL.5.2.6,5.2.6,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,36,13,21,137;651
0,291,396,Calculating Slopes of Straight Lines,PAL,PAL.5.4.6,5.4.6,5. Equations & Inequalities,5.4. Graphs of Linear Equations,36,9,20,97;557;573;2183
0,292,426,Modeling With Linear Equations,AG1,AG1.1.2.2,1.2.2,1. Equations & Inequalities,1.2. Modeling With Linear Equations,36,13,15,651;1024;2213
0,293,349,The Distributive Law for Polynomials,AG1,AG1.9.1.4,9.1.4,9. Polynomials,9.1. Polynomials,36,10,17,71;655;1783;3847
0,294,81,Adding and Subtracting Polynomials,AG1,AG1.9.1.5,9.1.5,9. Polynomials,9.1. Polynomials,36,11,18,137;1783
0,295,356,Solving Two-Variable Equations,PAL,PAL.5.2.7,5.2.7,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,37,12,20,1413
0,296,653,Modeling With Linear Equations in Two Variables,AG1,AG1.2.2.1,2.2.1,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,37,12,14,426
0,297,79,"Monomials, Binomials and Trinomials",AG1,AG1.9.1.6,9.1.6,9. Polynomials,9.1. Polynomials,37,10,17,81
1,298,336,The Average Rate of Change of a Function,CA1,CA1.4.1.1,4.1.1,4. Introduction to Differentiation,4.1. Introduction to Differentiation,37,8,9,396;470
0,299,1240,Equations of Lines in Slope-Intercept Form,AG1,AG1.2.1.1,2.1.1,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,38,11,19,356;396
0,300,371,Multiplying Binomials,AG1,AG1.9.1.7,9.1.7,9. Polynomials,9.1. Polynomials,38,9,16,79;349;3873
0,301,2181,The Greatest Common Factor of Two Monomials,AG1,AG1.9.2.1,9.2.1,9. Polynomials,9.2. Factoring Polynomials,38,10,15,79;85;811
0,302,398,Properties of Lines Given in Slope-Intercept Form,AG1,AG1.2.1.2,2.1.2,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,39,12,13,1240
0,303,418,Equations of Lines in Point-Slope Form,AG1,AG1.2.1.3,2.1.3,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,39,15,16,138;1240
0,304,1588,Analyzing and Interpreting Graphs of Linear Equations,AG1,AG1.2.2.3,2.2.3,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,39,12,13,653;1240;2231
0,305,631,Visual Representations of Functions,AG1,AG1.6.1.2,6.1.2,6. Functions,6.1. Functions,39,10,18,470;1240
0,306,360,Squaring Binomials,AG1,AG1.9.1.9,9.1.9,9. Polynomials,9.1. Polynomials,39,8,15,371
0,307,2275,The Difference of Squares Formula,AG1,AG1.9.1.11,9.1.11,9. Polynomials,9.1. Polynomials,39,10,15,371;2012
0,308,353,Factoring Polynomials Using GCFs,AG1,AG1.9.2.2,9.2.2,9. Polynomials,9.2. Factoring Polynomials,39,9,14,87;349;2181
0,309,813,Introduction to Quadratic Equations,AG1,AG1.10.1.1,10.1.1,10. Quadratic Equations & Functions,10.1. Quadratic Equations,39,10,12,371
0,310,3765,Further Modeling With Linear Equations in Two Variables,AG1,AG1.2.2.4,2.2.4,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,40,11,12,398;653;1588
0,311,3821,Graphs of Functions,AG1,AG1.6.1.3,6.1.3,6. Functions,6.1. Functions,40,9,17,631
0,312,352,Factoring Perfect Square Trinomials,AG1,AG1.9.2.3,9.2.3,9. Polynomials,9.2. Factoring Polynomials,40,10,14,360
0,313,370,Factoring Differences of Squares,AG1,AG1.9.2.5,9.2.5,9. Polynomials,9.2. Factoring Polynomials,40,9,14,2275
0,314,1424,The Zero Product Rule for Solving Quadratic Equations,AG1,AG1.10.1.4,10.1.4,10. Quadratic Equations & Functions,10.1. Quadratic Equations,40,9,11,67;813
0,315,802,The Domain of a Function,AG1,AG1.6.1.4,6.1.4,6. Functions,6.1. Functions,41,10,16,458;3821
0,316,2220,Modeling With Linear Functions,AG1,AG1.6.1.13,6.1.13,6. Functions,6.1. Functions,41,10,11,470;3765
0,317,382,Factoring Perfect Square Trinomials With Leading Coefficients,AG1,AG1.9.2.4,9.2.4,9. Polynomials,9.2. Factoring Polynomials,41,9,11,352
0,318,89,Factoring Trinomials,AG1,AG1.9.2.6,9.2.6,9. Polynomials,9.2. Factoring Polynomials,41,11,13,352;353;370
0,319,394,Solving Quadratic Equations Using a Difference of Squares,AG1,AG1.10.1.5,10.1.5,10. Quadratic Equations & Functions,10.1. Quadratic Equations,41,8,9,370;430;1424
0,320,393,Solving Quadratic Equations with No Constant Term,AG1,AG1.10.1.6,10.1.6,10. Quadratic Equations & Functions,10.1. Quadratic Equations,41,8,9,353;1424
0,321,441,Factoring Sums and Differences of Cubes,AG2,AG2.2.2.4,2.2.4,2. Polynomials,2.2. Factoring Polynomials,41,8,9,370;381
0,322,165,Piecewise Functions,AG1,AG1.6.1.12,6.1.12,6. Functions,6.1. Functions,42,14,15,418;802
0,323,6219,Constructing Linear Functions,AG1,AG1.6.1.14,6.1.14,6. Functions,6.1. Functions,42,9,10,802;2220
0,324,3577,Factoring Trinomials Using Common Factors,AG1,AG1.9.2.7,9.2.7,9. Polynomials,9.2. Factoring Polynomials,42,10,12,89
0,325,372,Factoring Trinomials With Leading Coefficients,AG1,AG1.9.2.8,9.2.8,9. Polynomials,9.2. Factoring Polynomials,42,10,12,89
0,326,1985,Function Composition,AG1,AG1.6.1.16,6.1.16,6. Functions,6.1. Functions,43,8,9,3821;6219
0,327,4951,Further Factoring Trinomials With Leading Coefficients,AG1,AG1.9.2.9,9.2.9,9. Polynomials,9.2. Factoring Polynomials,43,9,11,372;3577
0,328,375,Solving Quadratic Equations by Factoring,AG1,AG1.10.1.7,10.1.7,10. Quadratic Equations & Functions,10.1. Quadratic Equations,43,9,10,1424;3577
0,329,461,The Finite Limit of a Function,CA1,CA1.2.1.1,2.1.1,2. Limits,2.1. Estimating Limits from Graphs,43,13,14,165
0,330,3817,Describing Function Composition,AG1,AG1.6.1.17,6.1.17,6. Functions,6.1. Functions,44,7,8,360;1985
0,331,1422,Solving Quadratic Equations with Leading Coefficients by Factoring,AG1,AG1.10.1.8,10.1.8,10. Quadratic Equations & Functions,10.1. Quadratic Equations,44,8,9,375;4951
0,332,2337,Further Factoring of Polynomials Using GCFs,AG2,AG2.2.2.1,2.2.1,2. Polynomials,2.2. Factoring Polynomials,44,9,10,382;4951
0,333,2336,Factoring Biquadratic Expressions,AG2,AG2.2.2.5,2.2.5,2. Polynomials,2.2. Factoring Polynomials,44,8,9,382;4951
0,334,1676,Simplifying Rational Expressions Using Polynomial Factorization,AG2,AG2.5.1.1,5.1.1,5. Rational Expressions & Functions,5.1. Rational Expressions,44,8,9,423;4951
0,335,472,The Left and Right-Sided Limits of a Function,CA1,CA1.2.1.2,2.1.2,2. Limits,2.1. Estimating Limits from Graphs,44,12,13,461
0,336,428,Factoring Cubic Expressions by Grouping,AG2,AG2.2.2.3,2.2.3,2. Polynomials,2.2. Factoring Polynomials,45,8,9,2337
0,337,625,Finding the Existence of a Limit Using One-Sided Limits,CA1,CA1.2.1.3,2.1.3,2. Limits,2.1. Estimating Limits from Graphs,45,11,12,472
0,338,1208,The Average Rate of Change of a Function over a Varying Interval,CA1,CA1.4.1.2,4.1.2,4. Introduction to Differentiation,4.1. Introduction to Differentiation,45,7,8,336;393;394;1422;1676
0,339,1716,"Limits of Power Functions, and the Constant Rule for Limits",CA1,CA1.2.2.1,2.2.1,2. Limits,2.2. The Algebra of Limits,46,10,11,625
0,340,1914,The Sum Rule for Limits,CA1,CA1.2.2.2,2.2.2,2. Limits,2.2. The Algebra of Limits,47,9,10,1716
0,341,1246,The Product and Quotient Rules for Limits,CA1,CA1.2.2.3,2.2.3,2. Limits,2.2. The Algebra of Limits,48,8,9,1914
0,342,1813,Calculating Limits of Rational Functions by Factoring,CA1,CA1.2.4.1,2.4.1,2. Limits,2.4. Determining Limits Using Algebraic Manipulation,49,7,8,428;441;1246;1676;2336
0,343,337,The Instantaneous Rate of Change of a Function at a Point,CA1,CA1.4.1.3,4.1.3,4. Introduction to Differentiation,4.1. Introduction to Differentiation,50,6,7,1208;1813;3817
0,344,812,Defining the Derivative Using Derivative Notation,CA1,CA1.4.1.4,4.1.4,4. Introduction to Differentiation,4.1. Introduction to Differentiation,51,5,6,323;337
