row-order,course,course-code,course-profile-mastery-percent,unit,module,topic-id,topic-code,topic-number,topic-name,course-map-index,layer,profile-role,relation-to-334,pre-334-order,min-steps-to-334,max-steps-to-334,direct-prerequisite-ids,direct-profile-topic-ids,estimated-remaining-topic-weight,completed,last-completed-at,mastery-status,mastery-evidence,queue-position,queue-course,queue-prerequisite-for
94,Calculus I,CA1,32,2. Limits,2.2. The Algebra of Limits,1914,CA1.2.2.2,2.2.2,The Sum Rule for Limits,13,47,calculus-ii-prerequisite,blocker,340,9,10,1716,1716,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
95,Calculus I,CA1,32,2. Limits,2.2. The Algebra of Limits,1246,CA1.2.2.3,2.2.3,The Product and Quotient Rules for Limits,14,48,calculus-ii-prerequisite,blocker,341,8,9,1914,1914,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
96,Calculus I,CA1,32,2. Limits,2.2. The Algebra of Limits,37,CA1.2.2.4,2.2.4,The Power and Root Rules for Limits,15,49,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,589;1246;2607,589;1246;2607,0.00,1,2025-06-12 16:39,completed,activity-history;queue-checkmark,,,
97,Calculus I,CA1,32,2. Limits,2.3. Limits of Functions,1263,CA1.2.3.1,2.3.1,Limits at Infinity of Polynomials,16,53,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,37;1873;2050,37;1873;2050,0.00,1,2026-08-08 15:03,completed,activity-history,,,
98,Calculus I,CA1,32,2. Limits,2.3. Limits of Functions,1905,CA1.2.3.2,2.3.2,Limits of Reciprocal Functions,17,54,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1263;1814;2033,1263;1814,0.00,1,2026-08-08 16:53,completed,activity-history,,,
99,Calculus I,CA1,32,2. Limits,2.3. Limits of Functions,1717,CA1.2.3.3,2.3.3,Limits of Exponential Functions,18,51,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1246;1873;6351,1246;1873,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
100,Calculus I,CA1,32,2. Limits,2.3. Limits of Functions,1377,CA1.2.3.4,2.3.4,Limits of Logarithmic Functions,19,50,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1246;1707;1814;1873,1246;1814;1873,0.00,1,2026-08-08 15:58,completed,activity-history,,,
101,Calculus I,CA1,32,2. Limits,2.3. Limits of Functions,1986,CA1.2.3.5,2.3.5,Limits of Radical Functions,20,50,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,37;1600;1873;3741,37;1873,0.00,1,2026-08-08 17:34,completed,activity-history,,,
102,Calculus I,CA1,32,2. Limits,2.3. Limits of Functions,1719,CA1.2.3.6,2.3.6,Limits of Trigonometric Functions,21,58,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,37;275;654;1814;1873,37;1814;1873,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
103,Calculus I,CA1,32,2. Limits,2.3. Limits of Functions,1958,CA1.2.3.7,2.3.7,Limits of Reciprocal Trigonometric Functions,22,59,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,776;1719,1719,0.68,0,,unresolved,,,,
104,Calculus I,CA1,32,2. Limits,2.3. Limits of Functions,3811,CA1.2.3.8,2.3.8,Limits of Inverse Trigonometric Functions,23,58,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,37;209;1254;1873,37;209;1873,0.68,0,,unresolved,,,,
105,Calculus I,CA1,32,2. Limits,2.3. Limits of Functions,1262,CA1.2.3.9,2.3.9,Limits of Piecewise Functions,24,60,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1377;1717;1905;1958;1986,1377;1717;1905;1958;1986,0.68,0,,unresolved,,,,
106,Calculus I,CA1,32,2. Limits,2.4. Determining Limits Using Algebraic Manipulation,1813,CA1.2.4.1,2.4.1,Calculating Limits of Rational Functions by Factoring,25,49,calculus-ii-prerequisite,blocker,342,7,8,428;441;1246;1676;2336,428;441;1246;1676;2336,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
107,Calculus I,CA1,32,2. Limits,2.4. Determining Limits Using Algebraic Manipulation,1903,CA1.2.4.5,2.4.5,Limits at Infinity and Horizontal Asymptotes of Rational Functions,29,55,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,808;1905,808;1905,0.68,0,,unresolved,,,,
108,Calculus I,CA1,32,2. Limits,2.4. Determining Limits Using Algebraic Manipulation,607,CA1.2.4.6,2.4.6,Evaluating Limits at Infinity by Comparing Relative Magnitudes of Functions,30,59,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1263;1377;1717;1719,1263;1377;1717;1719,0.00,1,2026-08-08 16:41,completed,activity-history,,,
109,Calculus I,CA1,32,2. Limits,2.4. Determining Limits Using Algebraic Manipulation,1815,CA1.2.4.8,2.4.8,Vertical Asymptotes of Rational Functions,32,49,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,455;1676;3739,1676,0.68,0,,unresolved,,,,
110,Calculus I,CA1,32,3. Continuity,3.1. Continuity,462,CA1.3.1.1,3.1.1,Determining Continuity from Graphs,40,47,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1814,1814,0.00,1,2025-06-16 16:53,completed,activity-history,,,
111,Calculus I,CA1,32,3. Continuity,3.1. Continuity,314,CA1.3.1.2,3.1.2,Defining Continuity at a Point,41,61,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,462;1262,462;1262,0.68,0,,unresolved,,,,
112,Calculus I,CA1,32,3. Continuity,3.1. Continuity,474,CA1.3.1.3,3.1.3,Left and Right Continuity,42,62,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,314,314,0.68,0,,unresolved,,,,
113,Calculus I,CA1,32,3. Continuity,3.1. Continuity,612,CA1.3.1.8,3.1.8,Continuity Over an Interval,47,63,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,474,474,0.68,0,,unresolved,,,,
114,Calculus I,CA1,32,3. Continuity,3.1. Continuity,2006,CA1.3.1.9,3.1.9,Continuity of Functions,48,64,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,612;778;1610;1815;2064,612;1610;1815,0.68,0,,unresolved,,,,
115,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,336,CA1.4.1.1,4.1.1,The Average Rate of Change of a Function,53,37,calculus-ii-prerequisite,blocker,298,8,9,396;470,396;470,0.00,1,2025-03-03 13:23,completed,activity-history,,,
116,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,1208,CA1.4.1.2,4.1.2,The Average Rate of Change of a Function over a Varying Interval,54,45,calculus-ii-prerequisite,blocker,338,7,8,336;393;394;1422;1676,336;393;394;1422;1676,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
117,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,337,CA1.4.1.3,4.1.3,The Instantaneous Rate of Change of a Function at a Point,55,50,calculus-ii-prerequisite,blocker,343,6,7,1208;1813;3817,1208;1813;3817,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
118,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,812,CA1.4.1.4,4.1.4,Defining the Derivative Using Derivative Notation,56,51,calculus-ii-prerequisite,blocker,344,5,6,323;337,323;337,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
119,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,1691,CA1.4.1.5,4.1.5,Continuity and Differentiability of Functions,57,65,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,812;2006,812;2006,0.68,0,,unresolved,,,,
120,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,35,CA1.4.1.6,4.1.6,The Power Rule for Differentiation,58,52,calculus-ii-prerequisite,blocker,345,4,5,380;812,380;812,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
121,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,278,CA1.4.1.7,4.1.7,The Sum and Constant Multiple Rules for Differentiation,59,53,calculus-ii-prerequisite,blocker,346,3,4,35,35,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
122,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,332,CA1.4.1.8,4.1.8,Calculating the Slope of a Tangent Line Using Differentiation,60,54,calculus-ii-prerequisite,blocker,348,3,3,278,278,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
123,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,986,CA1.4.1.9,4.1.9,Calculating the Equation of a Tangent Line Using Differentiation,61,55,calculus-ii-prerequisite,blocker,350,2,2,332,332,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
124,Calculus I,CA1,32,4. Introduction to Differentiation,4.1. Introduction to Differentiation,987,CA1.4.1.10,4.1.10,Calculating the Equation of a Normal Line Using Differentiation,62,56,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,986;3562;6341,986,0.00,1,2026-07-24 23:46,completed,activity-history,,,
125,Calculus I,CA1,32,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,1114,CA1.4.2.1,4.2.1,Differentiating Exponential Functions,63,55,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,332;818;1530,332,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
126,Calculus I,CA1,32,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,1116,CA1.4.2.2,4.2.2,Differentiating Logarithmic Functions,64,56,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1114,1114,0.00,1,2026-07-29 14:12,completed,activity-history,,,
127,Calculus I,CA1,32,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,280,CA1.4.2.3,4.2.3,Differentiating Trigonometric Functions,65,56,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,268;986,986,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
128,Calculus I,CA1,32,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,1362,CA1.4.2.4,4.2.4,Differentiating Hyperbolic Functions,66,62,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1115;3265,1115;3265,0.68,0,,unresolved,,,,
129,Calculus I,CA1,32,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,3251,CA1.4.2.5,4.2.5,Differentiating Reciprocal Hyperbolic Functions,67,63,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1362,1362,0.68,0,,unresolved,,,,
130,Calculus I,CA1,32,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,281,CA1.4.2.6,4.2.6,Second and Higher-Order Derivatives,68,57,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,280;1116,280;1116,0.00,1,2026-07-29 16:14,completed,activity-history,,,
131,Calculus I,CA1,32,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,1109,CA1.4.2.7,4.2.7,The Product Rule for Differentiation,69,57,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,280;1116,280;1116,0.00,1,2026-07-29 19:06,completed,activity-history,,,
132,Calculus I,CA1,32,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,1110,CA1.4.2.8,4.2.8,The Quotient Rule for Differentiation,70,58,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1109,1109,0.00,1,2026-07-29 20:01,completed,activity-history,,,
133,Calculus I,CA1,32,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,1686,CA1.4.2.9,4.2.9,Differentiating Reciprocal Trigonometric Functions,71,59,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1110,1110,0.00,1,2026-08-05 14:41,completed,activity-history,,,
134,Calculus I,CA1,32,5. Advanced Differentiation,5.1. Differentiating Composite Functions,1108,CA1.5.1.1,5.1.1,The Chain Rule for Differentiation,75,56,calculus-ii-prerequisite,blocker,352,1,1,986,986,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
135,Calculus I,CA1,32,5. Advanced Differentiation,5.1. Differentiating Composite Functions,1007,CA1.5.1.2,5.1.2,The Chain Rule With Exponential Functions,76,57,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1108;1114,1108;1114,0.00,1,2026-07-29 09:16,completed,activity-history;queue-checkmark,,,1
136,Calculus I,CA1,32,5. Advanced Differentiation,5.1. Differentiating Composite Functions,1036,CA1.5.1.3,5.1.3,The Chain Rule With Logarithmic Functions,77,57,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1108;1116,1108;1116,0.00,1,2026-07-29 20:27,completed,activity-history,,,
137,Calculus I,CA1,32,5. Advanced Differentiation,5.1. Differentiating Composite Functions,305,CA1.5.1.4,5.1.4,The Chain Rule With Trigonometric Functions,78,60,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1108;1686,1108;1686,0.00,1,2026-08-05 15:39,completed,activity-history;queue-checkmark,,,1
138,Calculus I,CA1,32,5. Advanced Differentiation,5.1. Differentiating Composite Functions,1115,CA1.5.1.7,5.1.7,Selecting Procedures for Calculating Derivatives,81,61,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,305;1007;1036,305;1007;1036,0.00,1,2026-08-06 13:03,completed,activity-history;queue-checkmark,,,3
139,Calculus I,CA1,32,5. Advanced Differentiation,5.2. Differentiating Implicit and Inverse Functions,57,CA1.5.2.1,5.2.1,Implicit Differentiation,82,62,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,987;1115;3739,987;1115,0.68,0,,unresolved,,,,
140,Calculus I,CA1,32,5. Advanced Differentiation,5.2. Differentiating Implicit and Inverse Functions,1784,CA1.5.2.3,5.2.3,Calculating dy/dx Using dx/dy,84,56,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,986;2978;3739,986,0.68,0,,unresolved,,,,
141,Calculus I,CA1,32,5. Advanced Differentiation,5.2. Differentiating Implicit and Inverse Functions,1785,CA1.5.2.4,5.2.4,Differentiating Inverse Functions,85,61,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,305;627;1007;1036;1784,305;1007;1036;1784,0.68,0,,unresolved,,,,
142,Calculus I,CA1,32,5. Advanced Differentiation,5.2. Differentiating Implicit and Inverse Functions,303,CA1.5.2.6,5.2.6,Differentiating Inverse Trigonometric Functions,87,63,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,57;1483;1486;1487;1785,57;1483;1486;1487;1785,0.68,0,,unresolved,,,,
143,Calculus I,CA1,32,5. Advanced Differentiation,5.2. Differentiating Implicit and Inverse Functions,1721,CA1.5.2.7,5.2.7,Differentiating Inverse Reciprocal Trigonometric Functions,88,64,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,303,303,0.68,0,,unresolved,,,,
144,Calculus I,CA1,32,5. Advanced Differentiation,5.2. Differentiating Implicit and Inverse Functions,3252,CA1.5.2.8,5.2.8,Differentiating Inverse Hyperbolic Functions,89,64,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,303;969;1362,303;969;1362,0.68,0,,unresolved,,,,
145,Calculus I,CA1,32,5. Advanced Differentiation,5.2. Differentiating Implicit and Inverse Functions,3255,CA1.5.2.9,5.2.9,Differentiating Inverse Reciprocal Hyperbolic Functions,90,65,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1721;3252,1721;3252,0.68,0,,unresolved,,,,
146,Calculus I,CA1,32,6. Contextual Applications of Differentiation,6.1. Contextual Applications of Differentiation,296,CA1.6.1.1,6.1.1,Interpreting the Meaning of the Derivative in Context,93,52,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,812;2231,812;2231,0.00,1,2026-07-22 15:32,completed,activity-history;queue-checkmark,,,3
147,Calculus I,CA1,32,6. Contextual Applications of Differentiation,6.1. Contextual Applications of Differentiation,620,CA1.6.1.2,6.1.2,Rates of Change in Applied Contexts,94,62,calculus-ii-prerequisite,parallel-queue-topic,,,,296;1115;1745;1765,296;1115,0.68,0,,unresolved,,3,Calculus I,
148,Calculus I,CA1,32,6. Contextual Applications of Differentiation,6.3. Related Rates of Change,1044,CA1.6.3.1,6.3.1,Introduction to Related Rates,98,63,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,57;284;620,57;284;620,0.68,0,,unresolved,,,,
149,Calculus I,CA1,32,6. Contextual Applications of Differentiation,6.3. Related Rates of Change,4059,CA1.6.3.2,6.3.2,Related Rates With Implicit Functions,99,64,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,870;1044;1551,870;1044;1551,0.68,0,,unresolved,,,,
150,Calculus I,CA1,32,6. Contextual Applications of Differentiation,6.3. Related Rates of Change,287,CA1.6.3.3,6.3.3,Calculating Related Rates With Circles and Spheres,100,65,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,4059,4059,0.68,0,,unresolved,,,,
151,Calculus I,CA1,32,6. Contextual Applications of Differentiation,6.3. Related Rates of Change,368,CA1.6.3.4,6.3.4,Calculating Related Rates With Squares,101,65,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,2887;4059,4059,0.68,0,,unresolved,,,,
152,Calculus I,CA1,32,6. Contextual Applications of Differentiation,6.3. Related Rates of Change,365,CA1.6.3.5,6.3.5,Calculating Related Rates With Rectangular Solids,102,66,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,368;674;1467;1753,368,0.68,0,,unresolved,,,,
153,Calculus I,CA1,32,6. Contextual Applications of Differentiation,6.4. L'Hopital's Rule,463,CA1.6.4.1,6.4.1,L'Hopital's Rule,107,62,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,281;1115;1377;1717;1905;1958;1986,281;1115;1377;1717;1905;1958;1986,0.68,0,,unresolved,,,,
154,Calculus I,CA1,32,7. Analytical Applications of Differentiation,7.1. Analytical Applications of Differentiation,313,CA1.7.1.2,7.1.2,Global vs. Local Extrema and Critical Points,110,66,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,332;1691,332;1691,0.68,0,,unresolved,,,,
155,Calculus I,CA1,32,7. Analytical Applications of Differentiation,7.1. Analytical Applications of Differentiation,752,CA1.7.1.4,7.1.4,Using Differentiation to Calculate Critical Points,112,67,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,133;313;419;870;923;1115;3842,133;313;870;923;1115,0.68,0,,unresolved,,,,
156,Calculus I,CA1,32,7. Analytical Applications of Differentiation,7.1. Analytical Applications of Differentiation,1359,CA1.7.1.5,7.1.5,Determining Intervals on Which a Function Is Increasing or Decreasing,113,68,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,752;2147;2859,752;2147;2859,0.68,0,,unresolved,,,,
157,Calculus I,CA1,32,7. Analytical Applications of Differentiation,7.1. Analytical Applications of Differentiation,1360,CA1.7.1.6,7.1.6,Using the First Derivative Test to Classify Local Extrema,114,69,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1359,1359,0.68,0,,unresolved,,,,
158,Calculus I,CA1,32,7. Analytical Applications of Differentiation,7.1. Analytical Applications of Differentiation,363,CA1.7.1.8,7.1.8,Intervals of Concavity,116,69,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1359,1359,0.68,0,,unresolved,,,,
159,Calculus I,CA1,32,7. Analytical Applications of Differentiation,7.1. Analytical Applications of Differentiation,3846,CA1.7.1.9,7.1.9,Relating Concavity to the Second Derivative,117,70,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,281;363,281;363,0.68,0,,unresolved,,,,
160,Calculus I,CA1,32,7. Analytical Applications of Differentiation,7.1. Analytical Applications of Differentiation,1046,CA1.7.1.10,7.1.10,Points of Inflection,118,71,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,3846,3846,0.68,0,,unresolved,,,,
161,Calculus I,CA1,32,7. Analytical Applications of Differentiation,7.1. Analytical Applications of Differentiation,339,CA1.7.1.11,7.1.11,The Second Derivative Test,119,71,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,1360;3846,1360;3846,0.68,0,,unresolved,,,,
162,Calculus I,CA1,32,7. Analytical Applications of Differentiation,7.3. Approximating Values of a Function,621,CA1.7.3.1,7.3.1,Approximating Functions Using Local Linearity and Linearization,125,70,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,363,363,0.68,0,,unresolved,,,,
163,Calculus I,CA1,32,7. Analytical Applications of Differentiation,"7.5. Displacement, Velocity, and Acceleration",284,CA1.7.5.1,7.5.1,Calculating Velocity for Straight-Line Motion Using Differentiation,138,62,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,296;1115;1589,296;1115;1589,0.00,1,2026-08-07 21:18,completed,activity-history,,,
164,Calculus I,CA1,32,7. Analytical Applications of Differentiation,"7.5. Displacement, Velocity, and Acceleration",824,CA1.7.5.2,7.5.2,Calculating Acceleration for Straight-Line Motion Using Differentiation,139,63,calculus-ii-prerequisite,prerequisite-for-later-calculus-ii,,,,281;284;2327,281;284,0.00,1,2026-08-08 17:15,completed,activity-history,,,
