classification,category-sequence,union-sequence,topic-id,topic-name,course-code,topic-code,topic-number,unit,module,course-map-index,layer,prerequisite-for-target-ids,steps-to-targets,direct-prerequisite-ids,direct-included-prerequisite-ids,completed-at,equivalent-evidence-kinds,equivalent-evidence-distance,equivalent-evidence-topic-ids,equivalent-evidence-topic-names
equivalent,471,497,456,Vertical Translations of Exponential Decay Functions,AG2,AG2.4.5.2,4.5.2,4. Exponentials & Logarithms,4.5. Graphs of Exponential Functions,90,48,1159,1159:12,817;1531,817;1531,,activity-history,3,1609,Properties of Transformed Exponential Functions
equivalent,472,503,1456,Calculating Reference Angles,AG2,AG2.8.1.4,8.1.4,8. The Unit Circle,8.1. The Unit Circle,137,48,1159,1159:11,1848,1848,,activity-history,3,269,Finding Trigonometric Ratios of Quadrantal Angles
equivalent,473,504,112,Properties of the Unit Circle in the First Quadrant,AG2,AG2.8.1.5,8.1.5,8. The Unit Circle,8.1. The Unit Circle,138,48,1159,1159:11,323;516;1848,323;516;1848,,activity-history,3,269,Finding Trigonometric Ratios of Quadrantal Angles
equivalent,474,505,1246,The Product and Quotient Rules for Limits,CA1,CA1.2.2.3,2.2.3,2. Limits,2.2. The Algebra of Limits,,48,334;331;443;1159,334:8;331:9;443:10;1159:9,1914,1914,,activity-history;activity-history,1,37;1377,The Power and Root Rules for Limits;Limits of Logarithmic Functions
equivalent,475,506,88,Multiplicities of the Roots of Polynomials,AG2,AG2.2.5.5,2.5.5,2. Polynomials,2.5. Polynomial Theorems,31,49,1159,1159:14,428;2119,428;2119,,queue-checkmark,3,2050,End Behavior of Polynomials
equivalent,476,507,1654,Graphing Cubic Curves Containing Three Distinct Real Roots,AG2,AG2.2.6.2,2.6.2,2. Polynomials,2.6. Graphs of Polynomials,36,49,1159,1159:14,661;1653;2119,661;1653;2119,,queue-checkmark,3,2050,End Behavior of Polynomials
equivalent,477,508,1682,Vertical Reflections of Exponential Functions,AG2,AG2.4.5.4,4.5.4,4. Exponentials & Logarithms,4.5. Graphs of Exponential Functions,92,49,1159,1159:11,456,456,,activity-history,2,1609,Properties of Transformed Exponential Functions
equivalent,478,511,204,Extending the Trigonometric Ratios Using the Unit Circle,AG2,AG2.8.1.6,8.1.6,8. The Unit Circle,8.1. The Unit Circle,139,49,1159,1159:10,112;1456;1518,112;1456;1518,,activity-history,2,269,Finding Trigonometric Ratios of Quadrantal Angles
equivalent,479,514,1813,Calculating Limits of Rational Functions by Factoring,CA1,CA1.2.4.1,2.4.1,2. Limits,2.4. Determining Limits Using Algebraic Manipulation,,49,334;331;443;1159,334:7;331:8;443:9;1159:8,428;441;1246;1676;2336,428;441;1246;1676;2336,,activity-history,3,296,Interpreting the Meaning of the Derivative in Context
equivalent,480,515,1656,Graphing Cubic Curves Containing a Double Root,AG2,AG2.2.6.3,2.6.3,2. Polynomials,2.6. Graphs of Polynomials,37,50,1159,1159:13,88;1654,88;1654,,queue-checkmark,2,2050,End Behavior of Polynomials
equivalent,481,516,6351,Combining Graph Transformations of Exponential Functions,AG2,AG2.4.5.5,4.5.5,4. Exponentials & Logarithms,4.5. Graphs of Exponential Functions,93,50,1159,1159:10,818;1584;1682,818;1584;1682,,activity-history,1,1609,Properties of Transformed Exponential Functions
equivalent,482,518,4037,Extending the Trigonometric Ratios Using Angles in Radians,AG2,AG2.8.1.7,8.1.7,8. The Unit Circle,8.1. The Unit Circle,140,50,1159,1159:9,204,204,,activity-history,1,269,Finding Trigonometric Ratios of Quadrantal Angles
equivalent,483,521,337,The Instantaneous Rate of Change of a Function at a Point,CA1,CA1.4.1.3,4.1.3,4. Introduction to Differentiation,4.1. Introduction to Differentiation,,50,334;331;443;1159,334:6;331:7;443:8;1159:7,1208;1813;3817,1208;1813;3817,,activity-history,2,296,Interpreting the Meaning of the Derivative in Context
equivalent,484,522,2084,Graphing Cubic Curves Containing One Distinct Real Root,AG2,AG2.2.6.4,2.6.4,2. Polynomials,2.6. Graphs of Polynomials,38,51,1159,1159:12,1656,1656,,queue-checkmark,1,2050,End Behavior of Polynomials
equivalent,485,523,3829,Extending the Trigonometric Ratios to Large Angles,AG2,AG2.8.1.9,8.1.9,8. The Unit Circle,8.1. The Unit Circle,142,51,1159,1159:8,261;4037,261;4037,,activity-history;activity-history;activity-history,3,1483;1486;1487,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function
equivalent,486,526,812,Defining the Derivative Using Derivative Notation,CA1,CA1.4.1.4,4.1.4,4. Introduction to Differentiation,4.1. Introduction to Differentiation,,51,334;331;443;1159,334:5;331:6;443:7;1159:6,323;337,323;337,,activity-history,1,296,Interpreting the Meaning of the Derivative in Context
equivalent,487,527,2050,End Behavior of Polynomials,AG2,AG2.2.6.5,2.6.5,2. Polynomials,2.6. Graphs of Polynomials,39,52,1159,1159:11,2084,2084,,queue-checkmark,0,2050,End Behavior of Polynomials
equivalent,488,528,3568,Trigonometric Ratios of Quadrantal Angles Outside the Standard Range,AG2,AG2.8.2.2,8.2.2,8. The Unit Circle,8.2. Special Trigonometric Ratios,146,52,1159,1159:8,261;269,261;269,,activity-history;activity-history;activity-history,3,1483;1486;1487,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function
equivalent,489,530,35,The Power Rule for Differentiation,CA1,CA1.4.1.6,4.1.6,4. Introduction to Differentiation,4.1. Introduction to Differentiation,,52,334;331;443;1159,334:4;331:5;443:6;1159:5,380;812,380;812,,activity-history,1,308,The Antiderivative
equivalent,490,531,3766,Evaluating Trigonometric Expressions,AG2,AG2.8.2.4,8.2.4,8. The Unit Circle,8.2. Special Trigonometric Ratios,148,53,1159,1159:8,268;484,268;484,,activity-history;activity-history,1,270;274,The Sum and Difference Formulas for Sine;The Sum and Difference Formulas for Cosine
equivalent,491,533,278,The Sum and Constant Multiple Rules for Differentiation,CA1,CA1.4.1.7,4.1.7,4. Introduction to Differentiation,4.1. Introduction to Differentiation,,53,334;331;443;1159,334:3;331:4;443:5;1159:5,35,35,,activity-history,1,43,The Constant Multiple Rule for Indefinite Integrals
equivalent,492,535,1844,Further Extensions of the Special Trigonometric Ratios,AG2,AG2.8.2.5,8.2.5,8. The Unit Circle,8.2. Special Trigonometric Ratios,149,54,1159,1159:7,3568;3766;3829,3568;3766;3829,,activity-history;activity-history;activity-history,2,1483;1486;1487,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function
equivalent,493,538,332,Calculating the Slope of a Tangent Line Using Differentiation,CA1,CA1.4.1.8,4.1.8,4. Introduction to Differentiation,4.1. Introduction to Differentiation,,54,334;331;443;1159,334:3;331:4;443:5;1159:6,278,278,,activity-history;activity-history;activity-history,2,987;1007;1116,Calculating the Equation of a Normal Line Using Differentiation;The Chain Rule With Exponential Functions;Differentiating Logarithmic Functions
equivalent,494,539,1491,Graphing Sine and Cosine,AG2,AG2.9.1.1,9.1.1,9. Trigonometric Functions,9.1. Graphing Trigonometric Functions,155,55,1159,1159:6,754;1628;1844;2022;2148,754;1628;1844;2022;2148,,activity-history;activity-history,1,1483;1486,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function
equivalent,495,540,1493,Graphing Tangent and Cotangent,AG2,AG2.9.1.2,9.1.2,9. Trigonometric Functions,9.1. Graphing Trigonometric Functions,156,55,1159,1159:6,1844;2022;2046;2148;3728,1844;2022;2046;2148;3728,,activity-history,1,1487,Graphing the Inverse Tangent Function
equivalent,496,541,1114,Differentiating Exponential Functions,CA1,CA1.4.2.1,4.2.1,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,63,55,331;443;1159,331:3;443:4;1159:5,332;818;1530,332;818;1530,,activity-history;activity-history,1,1007;1116,The Chain Rule With Exponential Functions;Differentiating Logarithmic Functions
equivalent,497,542,986,Calculating the Equation of a Tangent Line Using Differentiation,CA1,CA1.4.1.9,4.1.9,4. Introduction to Differentiation,4.1. Introduction to Differentiation,,55,334;331;443;1159,334:2;331:3;443:4;1159:5,332,332,,activity-history,1,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,498,544,1573,Graphing Secant and Cosecant,AG2,AG2.9.1.3,9.1.3,9. Trigonometric Functions,9.1. Graphing Trigonometric Functions,157,56,1159,1159:7,1491;2046;2707;3728,1491;2046;2707;3728,,activity-history,3,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,499,545,3540,Describing Properties of the Sine Function,AG2,AG2.9.2.1,9.2.1,9. Trigonometric Functions,9.2. Properties of Trigonometric Functions,158,56,1159,1159:7,725;1491;2707,725;1491;2707,,activity-history,3,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,500,546,3557,Describing Properties of the Cosine Function,AG2,AG2.9.2.2,9.2.2,9. Trigonometric Functions,9.2. Properties of Trigonometric Functions,159,56,1159,1159:7,725;1491;2707,725;1491;2707,,activity-history,3,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,501,547,3558,Describing Properties of the Tangent Function,AG2,AG2.9.2.3,9.2.3,9. Trigonometric Functions,9.2. Properties of Trigonometric Functions,160,56,1159,1159:7,725;1493,725;1493,,activity-history,3,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,502,554,280,Differentiating Trigonometric Functions,CA1,CA1.4.2.3,4.2.3,4. Introduction to Differentiation,4.2. Derivatives of Functions and the Rules of Differentiation,65,56,1159,1159:7,268;986,268;986,,activity-history;activity-history,1,281;1109,Second and Higher-Order Derivatives;The Product Rule for Differentiation
equivalent,503,556,1108,The Chain Rule for Differentiation,CA1,CA1.5.1.1,5.1.1,5. Advanced Differentiation,5.1. Differentiating Composite Functions,,56,334;331;443;1159,334:1;331:2;443:3;1159:4,986,986,,activity-history;activity-history;activity-history,1,305;1007;1036,The Chain Rule With Trigonometric Functions;The Chain Rule With Exponential Functions;The Chain Rule With Logarithmic Functions
equivalent,504,557,3563,Describing Properties of the Secant Function,AG2,AG2.9.2.4,9.2.4,9. Trigonometric Functions,9.2. Properties of Trigonometric Functions,161,57,1159,1159:6,1573;3557,1573;3557,,activity-history,2,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,505,558,3567,Describing Properties of the Cosecant Function,AG2,AG2.9.2.5,9.2.5,9. Trigonometric Functions,9.2. Properties of Trigonometric Functions,162,57,1159,1159:6,1573;3540,1573;3540,,activity-history,2,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,506,559,3566,Describing Properties of the Cotangent Function,AG2,AG2.9.2.6,9.2.6,9. Trigonometric Functions,9.2. Properties of Trigonometric Functions,163,57,1159,1159:6,3558,3558,,activity-history,2,1259,General Solutions of Trigonometric Equations With Transformed Functions
