role,layer,course,topic-id,topic-number,topic-name,md-path,src-path,local-md-path,local-src-path,assignment
lesson,16,MTH-212,212-M1-016,M1.16,Comparing Ferris Wheel Normal Forces,212/M1/2026-06-29-M1-3/Lessons/Problem-1.md,,212/M1/2026-06-29-M1-3/Lessons/Problem-1.md,,M1/2026-06-29-M1-3
lesson,17,MTH-212,212-M1-017,M1.17,Finding the Normal Force at the Bottom of a Ferris Wheel,212/M1/2026-06-29-M1-3/Lessons/Problem-4.md,,212/M1/2026-06-29-M1-3/Lessons/Problem-4.md,,M1/2026-06-29-M1-3
lesson,18,MTH-212,212-M1-018,M1.18,Normal Force at the Top of a Ferris Wheel,212/M1/2026-06-29-M1-3/Lessons/Problem-5.md,,212/M1/2026-06-29-M1-3/Lessons/Problem-5.md,,M1/2026-06-29-M1-3
lesson,19,MTH-212,212-M1-019,M1.19,Comparing Normal Force and Weight at the Top of a Hill,212/M1/2026-07-05-PQ-1/Lessons/Problem-3.md,,212/M1/2026-07-05-PQ-1/Lessons/Problem-3.md,,M1/2026-07-05-PQ-1
lesson,20,MTH-212,212-M1-020,M1.20,Recognizing Contact Loss on a Curved Surface,212/M1/2026-07-03-HW-2/Lessons/Problem-12.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-12.md,,M1/2026-07-03-HW-2
lesson,21,MTH-212,212-M1-021,M1.21,Choosing a Free-Body Diagram for an Icy Banked Curve,212/M1/2026-06-30-M1-4/Lessons/Problem-1.md,,212/M1/2026-06-30-M1-4/Lessons/Problem-1.md,,M1/2026-06-30-M1-4
lesson,22,MTH-212,212-M1-022,M1.22,Finding the Speed for a Frictionless Banked Curve,212/M1/2026-06-30-M1-4/Lessons/Problem-4.md,,212/M1/2026-06-30-M1-4/Lessons/Problem-4.md,,M1/2026-06-30-M1-4
lesson,23,MTH-212,212-M1-023,M1.23,Choosing Friction Direction on a Banked Curve,212/M1/2026-06-30-M1-4/Lessons/Problem-5.md,,212/M1/2026-06-30-M1-4/Lessons/Problem-5.md,,M1/2026-06-30-M1-4
lesson,24,MTH-212,212-M1-024,M1.24,Maximum Speed on a Frictional Banked Curve,212/M1/2026-06-30-M1-4/Lessons/Problem-6.md,,212/M1/2026-06-30-M1-4/Lessons/Problem-6.md,,M1/2026-06-30-M1-4
lesson,25,MTH-212,212-M1-025,M1.25,Deciding True Statements About Static Friction on a Banked Turn,212/M1/2026-07-03-HW-2/Lessons/Problem-9.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-9.md,,M1/2026-07-03-HW-2
lesson,26,MTH-212,212-M1-026,M1.26,Choosing a Free-Body Diagram for a Conical Pendulum,212/M1/2026-06-30-M1-4/Lessons/Problem-7.md,,212/M1/2026-06-30-M1-4/Lessons/Problem-7.md,,M1/2026-06-30-M1-4
lesson,27,MTH-212,212-M1-027,M1.27,Finding the Radius from an Angled String,212/M1/2026-07-03-HW-2/Lessons/Problem-2.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-2.md,,M1/2026-07-03-HW-2
lesson,28,MTH-212,212-M1-028,M1.28,Deriving the Angle in a Conical Pendulum,212/M1/2026-07-03-HW-2/Lessons/Problem-5.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-5.md,,M1/2026-07-03-HW-2
lesson,29,MTH-212,212-M1-029,M1.29,Finding the Minimum Entry Speed for a Loop-the-Loop,212/M1/2026-07-03-HW-2/Lessons/Problem-11.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-11.md,,M1/2026-07-03-HW-2
lesson,30,MTH-212,212-M1-030,M1.30,Finding the Critical Angle Where a Slider Leaves a Sphere,212/M1/2026-07-03-HW-2/Lessons/Problem-13.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-13.md,,M1/2026-07-03-HW-2
lesson,31,MTH-212,212-M1-031,M1.31,Finding When Angular Velocity Reverses Direction,212/M1/2026-06-23-M1-00/Lessons/Problem-1.md,,212/M1/2026-06-23-M1-00/Lessons/Problem-1.md,,M1/2026-06-23-M1-00
lesson,32,MTH-212,212-M1-032,M1.32,Angular Displacement Before Reversal,212/M1/2026-06-23-M1-00/Lessons/Problem-2.md,,212/M1/2026-06-23-M1-00/Lessons/Problem-2.md,,M1/2026-06-23-M1-00
lesson,33,MTH-212,212-M1-033,M1.33,Convert Revolutions Per Second to Angular Frequency,212/M1/2026-06-24-M1-1/Lessons/Problem-1.md,,212/M1/2026-06-24-M1-1/Lessons/Problem-1.md,,M1/2026-06-24-M1-1
lesson,34,MTH-212,212-M1-034,M1.34,Magnitude of Constant Angular Acceleration,212/M1/2026-06-24-M1-1/Lessons/Problem-2.md,,212/M1/2026-06-24-M1-1/Lessons/Problem-2.md,,M1/2026-06-24-M1-1
lesson,35,MTH-212,212-M1-035,M1.35,Finding Angular Acceleration Direction While Stopping,212/M1/2026-06-24-M1-1/Lessons/Problem-3.md,,212/M1/2026-06-24-M1-1/Lessons/Problem-3.md,,M1/2026-06-24-M1-1
lesson,36,MTH-212,212-M1-036,M1.36,Revolutions While A Disk Stops,212/M1/2026-06-24-M1-1/Lessons/Problem-4.md,,212/M1/2026-06-24-M1-1/Lessons/Problem-4.md,,M1/2026-06-24-M1-1
lesson,37,MTH-212,212-M1-037,M1.37,Find Angular Speed From Angular Position,212/M1/2026-06-25-M1-2/Lessons/Problem-1.md,,212/M1/2026-06-25-M1-2/Lessons/Problem-1.md,,M1/2026-06-25-M1-2
lesson,38,MTH-212,212-M1-038,M1.38,Deciding Where Distance Belongs in a Speed Formula,212/M1/2026-06-25-M1-2/Lessons/Problem-2.md,,212/M1/2026-06-25-M1-2/Lessons/Problem-2.md,,M1/2026-06-25-M1-2
lesson,39,MTH-212,212-M1-039,M1.39,Putting Period in the Denominator for Rotating-Disk Speed,212/M1/2026-06-25-M1-2/Lessons/Problem-3.md,,212/M1/2026-06-25-M1-2/Lessons/Problem-3.md,,M1/2026-06-25-M1-2
lesson,40,MTH-212,212-M1-040,M1.40,Placing Angular Separation in a Speed Formula,212/M1/2026-06-25-M1-2/Lessons/Problem-4.md,,212/M1/2026-06-25-M1-2/Lessons/Problem-4.md,,M1/2026-06-25-M1-2
lesson,41,MTH-212,212-M1-041,M1.41,Bullet Speed from Rotating Disk Alignment,212/M1/2026-06-25-M1-2/Lessons/Problem-5.md,,212/M1/2026-06-25-M1-2/Lessons/Problem-5.md,,M1/2026-06-25-M1-2
lesson,42,MTH-212,212-M1-042,M1.42,Angle Turned Before Reversal,212/M1/2026-06-25-M1-2/Lessons/Problem-7.md,,212/M1/2026-06-25-M1-2/Lessons/Problem-7.md,,M1/2026-06-25-M1-2
lesson,43,MTH-212,212-M1-043,M1.43,Converting Revolutions per Minute to Radians per Second,212/M1/2026-06-28-HW-1/Lessons/Problem-1.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-1.md,,M1/2026-06-28-HW-1
lesson,44,MTH-212,212-M1-044,M1.44,Finding the Time for One Revolution While Speeding Up,212/M1/2026-06-28-HW-1/Lessons/Problem-2.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-2.md,,M1/2026-06-28-HW-1
lesson,45,MTH-212,212-M1-045,M1.45,Finding the Units of a Coefficient in Angular Acceleration,212/M1/2026-06-28-HW-1/Lessons/Problem-3.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-3.md,,M1/2026-06-28-HW-1
lesson,46,MTH-212,212-M1-046,M1.46,Finding Angular Velocity From Angular Acceleration,212/M1/2026-06-28-HW-1/Lessons/Problem-4.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-4.md,,M1/2026-06-28-HW-1
lesson,47,MTH-212,212-M1-047,M1.47,Finding Angular Position From Angular Acceleration,212/M1/2026-06-28-HW-1/Lessons/Problem-5.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-5.md,,M1/2026-06-28-HW-1
lesson,48,MTH-212,212-M1-048,M1.48,Identifying Velocity Direction in Non-Uniform Circular Motion,212/M1/2026-06-28-HW-1/Lessons/Problem-10.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-10.md,,M1/2026-06-28-HW-1
lesson,49,MTH-212,212-M1-049,M1.49,Testing Whether Circular-Motion Acceleration Is Perpendicular to the Radius,212/M1/2026-06-28-HW-1/Lessons/Problem-11.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-11.md,,M1/2026-06-28-HW-1
lesson,50,MTH-212,212-M1-050,M1.50,Checking Speed From Angular Speed in Non-Uniform Circular Motion,212/M1/2026-06-28-HW-1/Lessons/Problem-12.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-12.md,,M1/2026-06-28-HW-1
lesson,51,MTH-212,212-M1-051,M1.51,Matching Angular Velocity to an Angular Position Graph,212/M1/2026-06-28-HW-1/Lessons/Problem-14.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-14.md,,M1/2026-06-28-HW-1
lesson,52,MTH-212,212-M1-052,M1.52,Matching Angular Acceleration to a Position Graph,212/M1/2026-06-28-HW-1/Lessons/Problem-15.md,,212/M1/2026-06-28-HW-1/Lessons/Problem-15.md,,M1/2026-06-28-HW-1
lesson,53,MTH-212,212-M1-053,M1.53,Comparing Ferris-Wheel Normal Forces at the Top and Bottom,212/M1/2026-06-29-M1-3/Lessons/Problem-3.md,,212/M1/2026-06-29-M1-3/Lessons/Problem-3.md,,M1/2026-06-29-M1-3
lesson,54,MTH-212,212-M1-054,M1.54,Choosing the Net Force Direction for Clockwise Speeding Up,212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,,212/M1/2026-07-02-M1-5/Lessons/Problem-2.md,,M1/2026-07-02-M1-5
lesson,55,MTH-212,212-M1-055,M1.55,Finding Radial Acceleration From Inward Forces,212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,,212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,,M1/2026-07-02-M1-5
lesson,56,MTH-212,212-M1-056,M1.56,Finding Tangential Acceleration in a Vertical Circle,212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,,212/M1/2026-07-02-M1-5/Lessons/Problem-4.md,,M1/2026-07-02-M1-5
lesson,57,MTH-212,212-M1-057,M1.57,Total Acceleration From Radial and Tangential Components,212/M1/2026-07-02-M1-5/Lessons/Problem-5.md,,212/M1/2026-07-02-M1-5/Lessons/Problem-5.md,,M1/2026-07-02-M1-5
lesson,58,MTH-212,212-M1-058,M1.58,Release Height from a Vertical Circle,212/M1/2026-07-02-M1-5/Lessons/Problem-6.md,,212/M1/2026-07-02-M1-5/Lessons/Problem-6.md,,M1/2026-07-02-M1-5
lesson,59,MTH-212,212-M1-059,M1.59,Finding Centripetal Force From Radius and Period,212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-3.md,,M1/2026-07-03-HW-2
lesson,60,MTH-212,212-M1-060,M1.60,Writing the Vertical Force Equation on a Banked Track,212/M1/2026-07-03-HW-2/Lessons/Problem-6.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-6.md,,M1/2026-07-03-HW-2
lesson,61,MTH-212,212-M1-061,M1.61,Resolving Banked-Track Forces Along the Centripetal Direction,212/M1/2026-07-03-HW-2/Lessons/Problem-7.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-7.md,,M1/2026-07-03-HW-2
lesson,62,MTH-212,212-M1-062,M1.62,Finding Uphill Friction on a Banked Curve,212/M1/2026-07-03-HW-2/Lessons/Problem-8.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-8.md,,M1/2026-07-03-HW-2
lesson,63,MTH-212,212-M1-063,M1.63,Testing Loop-the-Loop Statements,212/M1/2026-07-03-HW-2/Lessons/Problem-10.md,,212/M1/2026-07-03-HW-2/Lessons/Problem-10.md,,M1/2026-07-03-HW-2
lesson,64,MTH-212,212-M1-064,M1.64,Comparing Centripetal Acceleration At Fixed Speed,212/M1/2026-07-05-PQ-1/Lessons/Problem-1.md,,212/M1/2026-07-05-PQ-1/Lessons/Problem-1.md,,M1/2026-07-05-PQ-1
lesson,65,MTH-212,212-M1-065,M1.65,Bead on a Frictionless Cone,212/M1/2026-07-05-PQ-1/Lessons/Problem-5.md,,212/M1/2026-07-05-PQ-1/Lessons/Problem-5.md,,M1/2026-07-05-PQ-1
lesson,66,MTH-212,212-M1-066,M1.66,Converting Angular Acceleration to Tangential Acceleration,212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,,212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,,M1/2026-06-23-M1-00
lesson,67,MTH-212,212-M1-067,M1.67,Acceleration in Constant-Speed Circular Motion,212/M1/2026-07-06-Q-1/Lessons/Problem-1.md,,212/M1/2026-07-06-Q-1/Lessons/Problem-1.md,,M1/2026-07-06-Q-1
lesson,68,MTH-212,212-M1-068,M1.68,Choosing the Net-Force Vector in Constant-Speed Circular Motion,212/M1/2026-07-06-Q-1/Lessons/Problem-2.md,,212/M1/2026-07-06-Q-1/Lessons/Problem-2.md,,M1/2026-07-06-Q-1
lesson,69,MTH-212,212-M1-069,M1.69,Choosing a Free-Body Diagram for a Rotating Bead,212/M1/2026-07-06-Q-1/Lessons/Problem-3.md,,212/M1/2026-07-06-Q-1/Lessons/Problem-3.md,,M1/2026-07-06-Q-1
lesson,70,MTH-212,212-M1-070,M1.70,Resolving Vertical-Circle Motion with r-t Axes,212/M1/2026-07-06-Q-1/Lessons/Problem-4.md,,212/M1/2026-07-06-Q-1/Lessons/Problem-4.md,,M1/2026-07-06-Q-1
lesson,71,MTH-212,212-M1-071,M1.71,From Linear Velocity to Spool Revolutions,212/M1/2026-07-06-Q-1/Lessons/Problem-5.md,,212/M1/2026-07-06-Q-1/Lessons/Problem-5.md,,M1/2026-07-06-Q-1
lesson,72,MTH-212,212-M2-001,M2.01,Finding the Center of Mass of Two Point Masses,212/M2/2026-07-07-M2-1/Lessons/Problem-1.md,,212/M2/2026-07-07-M2-1/Lessons/Problem-1.md,,M2/2026-07-07-M2-1
lesson,73,MTH-212,212-M2-002,M2.02,Center of Mass of Two Point Masses,212/M2/2026-07-07-M2-1/Lessons/Problem-2.md,,212/M2/2026-07-07-M2-1/Lessons/Problem-2.md,,M2/2026-07-07-M2-1
lesson,74,MTH-212,212-M2-003,M2.03,Finding the Center of Mass of Identical Blocks,212/M2/2026-07-07-M2-1/Lessons/Problem-3.md,,212/M2/2026-07-07-M2-1/Lessons/Problem-3.md,,M2/2026-07-07-M2-1
lesson,75,MTH-212,212-M2-004,M2.04,Finding the Center of Mass of Joined Cubes,212/M2/2026-07-07-M2-1/Lessons/Problem-4.md,,212/M2/2026-07-07-M2-1/Lessons/Problem-4.md,,M2/2026-07-07-M2-1
lesson,76,MTH-212,212-M2-005,M2.05,Bounding the Center of Mass of Two Unequal Cubes,212/M2/2026-07-07-M2-1/Lessons/Problem-5.md,,212/M2/2026-07-07-M2-1/Lessons/Problem-5.md,,M2/2026-07-07-M2-1
lesson,77,MTH-212,212-M2-006,M2.06,Finding a Linear-Density Coefficient From Total Mass,212/M2/2026-07-07-M2-1/Lessons/Problem-6.md,,212/M2/2026-07-07-M2-1/Lessons/Problem-6.md,,M2/2026-07-07-M2-1
lesson,78,MTH-212,212-M2-007,M2.07,Comparing Moment of Inertia From Mass Distribution,212/M2/2026-07-08-M2-2/Lessons/Problem-1.md,,212/M2/2026-07-08-M2-2/Lessons/Problem-1.md,,M2/2026-07-08-M2-2
lesson,79,MTH-212,212-M2-008,M2.08,Center of Mass of a Rod With Linearly Increasing Density,212/M2/2026-07-08-M2-2/Lessons/Problem-2.md,,212/M2/2026-07-08-M2-2/Lessons/Problem-2.md,,M2/2026-07-08-M2-2
lesson,80,MTH-212,212-M2-009,M2.09,Eliminating a Density Constant in a Rod-Inertia Integral,212/M2/2026-07-08-M2-2/Lessons/Problem-3.md,,212/M2/2026-07-08-M2-2/Lessons/Problem-3.md,,M2/2026-07-08-M2-2
lesson,81,MTH-212,212-M2-010,M2.10,Moment of Inertia About an Off-Center Rod Pivot,212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,,212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,,M2/2026-07-08-M2-2
lesson,82,MTH-212,212-M2-011,M2.11,Comparing Torque Magnitudes From a Diagram,212/M2/2026-07-09-M2-3/Lessons/Problem-1.md,,212/M2/2026-07-09-M2-3/Lessons/Problem-1.md,,M2/2026-07-09-M2-3
lesson,83,MTH-212,212-M2-012,M2.12,Finding the Smallest Torque From a Force Diagram,212/M2/2026-07-09-M2-3/Lessons/Problem-2.md,,212/M2/2026-07-09-M2-3/Lessons/Problem-2.md,,M2/2026-07-09-M2-3
lesson,84,MTH-212,212-M2-013,M2.13,Finding Torque from a Force at an Angle,212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,,212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,,M2/2026-07-09-M2-3
lesson,85,MTH-212,212-M2-014,M2.14,Finding the Direction of a Torque Vector,212/M2/2026-07-09-M2-3/Lessons/Problem-4.md,,212/M2/2026-07-09-M2-3/Lessons/Problem-4.md,,M2/2026-07-09-M2-3
lesson,86,MTH-212,212-M2-015,M2.15,Finding a Spool's Angular Acceleration From Tension,212/M2/2026-07-09-M2-3/Lessons/Problem-5.md,,212/M2/2026-07-09-M2-3/Lessons/Problem-5.md,,M2/2026-07-09-M2-3
lesson,87,MTH-212,212-M2-016,M2.16,Finding an Unknown Mass in Rigidly Attached Cylinders,212/M2/2026-07-09-M2-3/Lessons/Problem-6.md,,212/M2/2026-07-09-M2-3/Lessons/Problem-6.md,,M2/2026-07-09-M2-3
lesson,88,MTH-212,212-M2-017,M2.17,Interpreting the Moment of Inertia Integral,212/M2/2026-07-12-HW-3/Lessons/Problem-1.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-1.md,,M2/2026-07-12-HW-3
lesson,89,MTH-212,212-M2-018,M2.18,Combining Center of Mass and Moment of Inertia,212/M2/2026-07-12-HW-3/Lessons/Problem-2.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-2.md,,M2/2026-07-12-HW-3
lesson,90,MTH-212,212-M2-019,M2.19,Finding a Density Constant from Total Mass,212/M2/2026-07-12-HW-3/Lessons/Problem-3.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-3.md,,M2/2026-07-12-HW-3
lesson,91,MTH-212,212-M2-020,M2.20,Center of Mass from a Linear Density,212/M2/2026-07-12-HW-3/Lessons/Problem-4.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-4.md,,M2/2026-07-12-HW-3
lesson,92,MTH-212,212-M2-021,M2.21,Calculating a Rod's Moment of Inertia from Linear Density,212/M2/2026-07-12-HW-3/Lessons/Problem-5.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-5.md,,M2/2026-07-12-HW-3
lesson,93,MTH-212,212-M2-022,M2.22,Shifting a Moment of Inertia to a Parallel Axis,212/M2/2026-07-12-HW-3/Lessons/Problem-6.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-6.md,,M2/2026-07-12-HW-3
lesson,94,MTH-212,212-M2-023,M2.23,Comparing Rotational Kinetic Energies About Parallel Axes,212/M2/2026-07-12-HW-3/Lessons/Problem-7.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-7.md,,M2/2026-07-12-HW-3
lesson,95,MTH-212,212-M2-024,M2.24,Mass Removed from a Uniform Disk,212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,,M2/2026-07-12-HW-3
lesson,96,MTH-212,212-M2-025,M2.25,Center of Mass on a Symmetry Axis,212/M2/2026-07-12-HW-3/Lessons/Problem-9.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-9.md,,M2/2026-07-12-HW-3
lesson,97,MTH-212,212-M2-026,M2.26,Center of Mass of an Object with a Hole,212/M2/2026-07-12-HW-3/Lessons/Problem-10.md,,212/M2/2026-07-12-HW-3/Lessons/Problem-10.md,,M2/2026-07-12-HW-3
lesson,98,MTH-212,212-M2-027,M2.27,Balancing a Plank With Opposing Torques,212/M2/2026-07-13-M2-4/Lessons/Problem-1.md,,212/M2/2026-07-13-M2-4/Lessons/Problem-1.md,,M2/2026-07-13-M2-4
lesson,99,MTH-212,212-M2-028,M2.28,Finding the Load Position at the Tipping Point,212/M2/2026-07-13-M2-4/Lessons/Problem-2.md,,212/M2/2026-07-13-M2-4/Lessons/Problem-2.md,,M2/2026-07-13-M2-4
lesson,100,MTH-212,212-M2-029,M2.29,Minimum Friction for a Ladder Against a Smooth Wall,212/M2/2026-07-13-M2-4/Lessons/Problem-3.md,,212/M2/2026-07-13-M2-4/Lessons/Problem-3.md,,M2/2026-07-13-M2-4
lesson,101,MTH-212,212-M2-030,M2.30,Finding Atwood-Machine Acceleration With a Massive Pulley,212/M2/2026-07-13-M2-4/Lessons/Problem-4.md,,212/M2/2026-07-13-M2-4/Lessons/Problem-4.md,,M2/2026-07-13-M2-4
lesson,102,MTH-212,212-M2-031,M2.31,Comparing Atwood-Machine Accelerations With Pulley Inertia,212/M2/2026-07-14-M2-5/Lessons/Problem-1.md,,212/M2/2026-07-14-M2-5/Lessons/Problem-1.md,,M2/2026-07-14-M2-5
lesson,103,MTH-212,212-M2-032,M2.32,Speed of a Rolling Hollow Sphere From Energy,212/M2/2026-07-14-M2-5/Lessons/Problem-2.md,,212/M2/2026-07-14-M2-5/Lessons/Problem-2.md,,M2/2026-07-14-M2-5
lesson,104,MTH-212,212-M2-033,M2.33,Angular Speed After Rotating Cups Collect Rain,212/M2/2026-07-14-M2-5/Lessons/Problem-3.md,,212/M2/2026-07-14-M2-5/Lessons/Problem-3.md,,M2/2026-07-14-M2-5
lesson,105,MTH-212,212-M2-034,M2.34,Mechanical Energy Lost When Rotating Cups Capture Rain,212/M2/2026-07-14-M2-5/Lessons/Problem-4.md,,212/M2/2026-07-14-M2-5/Lessons/Problem-4.md,,M2/2026-07-14-M2-5
lesson,106,MTH-212,212-M2-035,M2.35,Finding Angular Speed After a Bullet Embeds in a Rotor,212/M2/2026-07-14-M2-5/Lessons/Problem-5.md,,212/M2/2026-07-14-M2-5/Lessons/Problem-5.md,,M2/2026-07-14-M2-5
lesson,107,MTH-212,212-M2-036,M2.36,Predicting Angular Speed When Mass Is Added,212/M2/2026-07-14-M2-6/Lessons/Problem-1.md,,212/M2/2026-07-14-M2-6/Lessons/Problem-1.md,,M2/2026-07-14-M2-6
lesson,108,MTH-212,212-M2-037,M2.37,Comparing Rolling Objects on an Incline,212/M2/2026-07-15-HW-4/Lessons/Problem-1.md,,212/M2/2026-07-15-HW-4/Lessons/Problem-1.md,,M2/2026-07-15-HW-4
lesson,109,MTH-212,212-M2-038,M2.38,Time for a Solid Cylinder to Roll Down a Ramp,212/M2/2026-07-15-HW-4/Lessons/Problem-2.md,,212/M2/2026-07-15-HW-4/Lessons/Problem-2.md,,M2/2026-07-15-HW-4
lesson,110,MTH-212,212-M2-039,M2.39,Speed of a Rolling Solid Cylinder From Energy,212/M2/2026-07-15-HW-4/Lessons/Problem-3.md,,212/M2/2026-07-15-HW-4/Lessons/Problem-3.md,,M2/2026-07-15-HW-4
lesson,111,MTH-212,212-M2-040,M2.40,Total Kinetic Energy From a Loss of Height,212/M2/2026-07-15-HW-4/Lessons/Problem-4.md,,212/M2/2026-07-15-HW-4/Lessons/Problem-4.md,,M2/2026-07-15-HW-4
lesson,112,MTH-212,212-M2-041,M2.41,Acceleration of a Yo-Yo Pulled at Its Axle,212/M2/2026-07-15-HW-4/Lessons/Problem-5.md,,212/M2/2026-07-15-HW-4/Lessons/Problem-5.md,,M2/2026-07-15-HW-4
lesson,113,MTH-212,212-M2-042,M2.42,Balancing a Rod and Sphere About a Support,212/M2/2026-07-15-HW-4/Lessons/Problem-6.md,,212/M2/2026-07-15-HW-4/Lessons/Problem-6.md,,M2/2026-07-15-HW-4
