topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
3681,PCL.1.2.7,1.2.7,Modeling Financial Problems Using Geometric Series,1. Sequences and Series,1.2. Finite Geometric Series,1. Sequences and Series/1.2. Finite Geometric Series/Lessons/1.2.7. Modeling Financial Problems Using Geometric Series.md,1. Sequences and Series/1.2. Finite Geometric Series/Source/1.2.7. Modeling Financial Problems Using Geometric Series,49,49,14
3404,PCL.1.3.1,1.3.1,Pascal's Triangle and the Binomial Coefficients,1. Sequences and Series,1.3. The Binomial Theorem,1. Sequences and Series/1.3. The Binomial Theorem/Lessons/1.3.1. Pascal's Triangle and the Binomial Coefficients.md,1. Sequences and Series/1.3. The Binomial Theorem/Source/1.3.1. Pascal's Triangle and the Binomial Coefficients,41,41,15
1156,PCL.1.3.2,1.3.2,Expanding a Binomial Using Binomial Coefficients,1. Sequences and Series,1.3. The Binomial Theorem,1. Sequences and Series/1.3. The Binomial Theorem/Lessons/1.3.2. Expanding a Binomial Using Binomial Coefficients.md,1. Sequences and Series/1.3. The Binomial Theorem/Source/1.3.2. Expanding a Binomial Using Binomial Coefficients,42,42,16
3764,PCL.1.3.3,1.3.3,The Special Case of the Binomial Theorem,1. Sequences and Series,1.3. The Binomial Theorem,1. Sequences and Series/1.3. The Binomial Theorem/Lessons/1.3.3. The Special Case of the Binomial Theorem.md,1. Sequences and Series/1.3. The Binomial Theorem/Source/1.3.3. The Special Case of the Binomial Theorem,43,43,17
1158,PCL.1.3.4,1.3.4,Approximating Values Using the Binomial Theorem,1. Sequences and Series,1.3. The Binomial Theorem,1. Sequences and Series/1.3. The Binomial Theorem/Lessons/1.3.4. Approximating Values Using the Binomial Theorem.md,1. Sequences and Series/1.3. The Binomial Theorem/Source/1.3.4. Approximating Values Using the Binomial Theorem,44,44,18
942,PCL.2.1.1,2.1.1,Closure Properties of Polynomials,2. Rational Functions,2.1. Rational Expressions and Equations,2. Rational Functions/2.1. Rational Expressions and Equations/Lessons/2.1.1. Closure Properties of Polynomials.md,2. Rational Functions/2.1. Rational Expressions and Equations/Source/2.1.1. Closure Properties of Polynomials,45,45,19
2039,PCL.2.1.2,2.1.2,Closure Properties of Rational Expressions,2. Rational Functions,2.1. Rational Expressions and Equations,2. Rational Functions/2.1. Rational Expressions and Equations/Lessons/2.1.2. Closure Properties of Rational Expressions.md,2. Rational Functions/2.1. Rational Expressions and Equations/Source/2.1.2. Closure Properties of Rational Expressions,47,47,20
440,PCL.2.1.3,2.1.3,Rational Equations With Three Terms,2. Rational Functions,2.1. Rational Expressions and Equations,2. Rational Functions/2.1. Rational Expressions and Equations/Lessons/2.1.3. Rational Equations With Three Terms.md,2. Rational Functions/2.1. Rational Expressions and Equations/Source/2.1.3. Rational Equations With Three Terms,46,46,21
708,PCL.2.1.4,2.1.4,Advanced Rational Equations,2. Rational Functions,2.1. Rational Expressions and Equations,2. Rational Functions/2.1. Rational Expressions and Equations/Lessons/2.1.4. Advanced Rational Equations.md,2. Rational Functions/2.1. Rational Expressions and Equations/Source/2.1.4. Advanced Rational Equations,47,47,22
3670,PCL.2.1.5,2.1.5,Further Advanced Rational Equations,2. Rational Functions,2.1. Rational Expressions and Equations,2. Rational Functions/2.1. Rational Expressions and Equations/Lessons/2.1.5. Further Advanced Rational Equations.md,2. Rational Functions/2.1. Rational Expressions and Equations/Source/2.1.5. Further Advanced Rational Equations,48,48,23
133,PCL.2.2.1,2.2.1,Roots of Rational Functions,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.1. Roots of Rational Functions.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.1. Roots of Rational Functions,47,47,24
807,PCL.2.2.2,2.2.2,Vertical Asymptotes of Rational Functions,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.2. Vertical Asymptotes of Rational Functions.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.2. Vertical Asymptotes of Rational Functions,46,46,25
1817,PCL.2.2.3,2.2.3,Locating Holes in Rational Functions,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.3. Locating Holes in Rational Functions.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.3. Locating Holes in Rational Functions,47,47,26
808,PCL.2.2.4,2.2.4,Horizontal Asymptotes of Rational Functions,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.4. Horizontal Asymptotes of Rational Functions.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.4. Horizontal Asymptotes of Rational Functions,48,48,27
1720,PCL.2.2.5,2.2.5,End Behavior of Rational Functions,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.5. End Behavior of Rational Functions.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.5. End Behavior of Rational Functions,53,53,28
2189,PCL.2.2.6,2.2.6,Infinite Limits of Rational Functions,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.6. Infinite Limits of Rational Functions.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.6. Infinite Limits of Rational Functions,47,47,29
3828,PCL.2.2.7,2.2.7,Infinite Limits of Rational Functions: Advanced Cases,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.7. Infinite Limits of Rational Functions- Advanced Cases.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.7. Infinite Limits of Rational Functions- Advanced Cases,48,48,30
115,PCL.2.2.8,2.2.8,The Domain and Range of a Rational Function,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.8. The Domain and Range of a Rational Function.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.8. The Domain and Range of a Rational Function,49,49,31
738,PCL.2.2.9,2.2.9,Identifying a Rational Function From a Graph,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.9. Identifying a Rational Function From a Graph.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.9. Identifying a Rational Function From a Graph,54,54,32
3685,PCL.2.2.10,2.2.10,Identifying a Rational Function From a Graph Containing Holes,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.10. Identifying a Rational Function From a Graph Containing Holes.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.10. Identifying a Rational Function From a Graph Containing Holes,55,55,33
3686,PCL.2.2.11,2.2.11,Identifying the Graph of a Rational Function,2. Rational Functions,2.2. Rational Functions,2. Rational Functions/2.2. Rational Functions/Lessons/2.2.11. Identifying the Graph of a Rational Function.md,2. Rational Functions/2.2. Rational Functions/Source/2.2.11. Identifying the Graph of a Rational Function,54,54,34
1495,PCL.3.1.1,3.1.1,Solving Elementary Quadratic Inequalities,3. Inequalities,3.1. Quadratic Inequalities,3. Inequalities/3.1. Quadratic Inequalities/Lessons/3.1.1. Solving Elementary Quadratic Inequalities.md,3. Inequalities/3.1. Quadratic Inequalities/Source/3.1.1. Solving Elementary Quadratic Inequalities,47,47,35
468,PCL.3.1.2,3.1.2,Solving Quadratic Inequalities From Graphs,3. Inequalities,3.1. Quadratic Inequalities,3. Inequalities/3.1. Quadratic Inequalities/Lessons/3.1.2. Solving Quadratic Inequalities From Graphs.md,3. Inequalities/3.1. Quadratic Inequalities/Source/3.1.2. Solving Quadratic Inequalities From Graphs,48,48,36
3833,PCL.3.1.3,3.1.3,Solving Quadratic Inequalities Using the Graphical Method,3. Inequalities,3.1. Quadratic Inequalities,3. Inequalities/3.1. Quadratic Inequalities/Lessons/3.1.3. Solving Quadratic Inequalities Using the Graphical Method.md,3. Inequalities/3.1. Quadratic Inequalities/Source/3.1.3. Solving Quadratic Inequalities Using the Graphical Method,49,49,37
118,PCL.3.1.4,3.1.4,Solving Quadratic Inequalities Using the Sign Table Method,3. Inequalities,3.1. Quadratic Inequalities,3. Inequalities/3.1. Quadratic Inequalities/Lessons/3.1.4. Solving Quadratic Inequalities Using the Sign Table Method.md,3. Inequalities/3.1. Quadratic Inequalities/Source/3.1.4. Solving Quadratic Inequalities Using the Sign Table Method,48,48,38
100,PCL.3.1.5,3.1.5,Determining Unknown Parameters in Quadratic Equations With Real Solutions,3. Inequalities,3.1. Quadratic Inequalities,3. Inequalities/3.1. Quadratic Inequalities/Lessons/3.1.5. Determining Unknown Parameters in Quadratic Equations With Real Solutions.md,3. Inequalities/3.1. Quadratic Inequalities/Source/3.1.5. Determining Unknown Parameters in Quadratic Equations With Real Solutions,48,48,39
6289,PCL.3.1.6,3.1.6,Determining Unknown Parameters in Quadratic Equations With No Real Solutions,3. Inequalities,3.1. Quadratic Inequalities,3. Inequalities/3.1. Quadratic Inequalities/Lessons/3.1.6. Determining Unknown Parameters in Quadratic Equations With No Real Solutions.md,3. Inequalities/3.1. Quadratic Inequalities/Source/3.1.6. Determining Unknown Parameters in Quadratic Equations With No Real Solutions,49,49,40
6307,PCL.3.1.7,3.1.7,Determining Unknown Parameters in Quadratic Equations: Advanced Cases,3. Inequalities,3.1. Quadratic Inequalities,3. Inequalities/3.1. Quadratic Inequalities/Lessons/3.1.7. Determining Unknown Parameters in Quadratic Equations- Advanced Cases.md,3. Inequalities/3.1. Quadratic Inequalities/Source/3.1.7. Determining Unknown Parameters in Quadratic Equations- Advanced Cases,50,50,41
2855,PCL.3.2.1,3.2.1,Inequalities Involving Powers of Binomials,3. Inequalities,3.2. Polynomial Inequalities,3. Inequalities/3.2. Polynomial Inequalities/Lessons/3.2.1. Inequalities Involving Powers of Binomials.md,3. Inequalities/3.2. Polynomial Inequalities/Source/3.2.1. Inequalities Involving Powers of Binomials,48,48,42
2147,PCL.3.2.2,3.2.2,Solving Polynomial Inequalities Using a Graphical Method,3. Inequalities,3.2. Polynomial Inequalities,3. Inequalities/3.2. Polynomial Inequalities/Lessons/3.2.2. Solving Polynomial Inequalities Using a Graphical Method.md,3. Inequalities/3.2. Polynomial Inequalities/Source/3.2.2. Solving Polynomial Inequalities Using a Graphical Method,54,54,43
1494,PCL.3.2.3,3.2.3,Solving Polynomial Inequalities Using Special Factoring Techniques and the Graphical Method,3. Inequalities,3.2. Polynomial Inequalities,3. Inequalities/3.2. Polynomial Inequalities/Lessons/3.2.3. Solving Polynomial Inequalities Using Special Factoring Techniques and the Graphical Method.md,3. Inequalities/3.2. Polynomial Inequalities/Source/3.2.3. Solving Polynomial Inequalities Using Special Factoring Techniques and the Graphical Method,55,55,44
2162,PCL.3.2.4,3.2.4,Solving Polynomial Inequalities Using the Sign Table Method,3. Inequalities,3.2. Polynomial Inequalities,3. Inequalities/3.2. Polynomial Inequalities/Lessons/3.2.4. Solving Polynomial Inequalities Using the Sign Table Method.md,3. Inequalities/3.2. Polynomial Inequalities/Source/3.2.4. Solving Polynomial Inequalities Using the Sign Table Method,49,49,45
2856,PCL.3.3.1,3.3.1,Solving Radical Inequalities,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.1. Solving Radical Inequalities.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.1. Solving Radical Inequalities,46,46,46
2857,PCL.3.3.2,3.3.2,Solving Inequalities Involving Exponential Functions,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.2. Solving Inequalities Involving Exponential Functions.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.2. Solving Inequalities Involving Exponential Functions,43,43,47
2858,PCL.3.3.3,3.3.3,Solving Inequalities Involving Logarithmic Functions,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.3. Solving Inequalities Involving Logarithmic Functions.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.3. Solving Inequalities Involving Logarithmic Functions,51,51,48
2859,PCL.3.3.4,3.3.4,Solving Inequalities Involving Exponential Functions and Polynomials,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.4. Solving Inequalities Involving Exponential Functions and Polynomials.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.4. Solving Inequalities Involving Exponential Functions and Polynomials,50,50,49
2982,PCL.3.3.5,3.3.5,Solving Inequalities Involving Positive and Negative Factors,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.5. Solving Inequalities Involving Positive and Negative Factors.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.5. Solving Inequalities Involving Positive and Negative Factors,60,60,50
1004,PCL.3.3.6,3.3.6,Solving Inequalities Involving Geometric Sequences,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.6. Solving Inequalities Involving Geometric Sequences.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.6. Solving Inequalities Involving Geometric Sequences,48,48,51
3355,PCL.3.3.7,3.3.7,Solving Rational Inequalities,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.7. Solving Rational Inequalities.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.7. Solving Rational Inequalities,50,50,52
2044,PCL.3.3.8,3.3.8,Further Solving of Rational Inequalities,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.8. Further Solving of Rational Inequalities.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.8. Further Solving of Rational Inequalities,51,51,53
2076,PCL.3.3.9,3.3.9,Solving Two-Variable Nonlinear Inequalities,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.9. Solving Two-Variable Nonlinear Inequalities.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.9. Solving Two-Variable Nonlinear Inequalities,49,49,54
3684,PCL.3.3.10,3.3.10,Further Solving of Two-Variable Nonlinear Inequalities,3. Inequalities,3.3. Non-Polynomial Inequalities,3. Inequalities/3.3. Non-Polynomial Inequalities/Lessons/3.3.10. Further Solving of Two-Variable Nonlinear Inequalities.md,3. Inequalities/3.3. Non-Polynomial Inequalities/Source/3.3.10. Further Solving of Two-Variable Nonlinear Inequalities,50,50,55
1483,PCL.4.1.1,4.1.1,Graphing the Inverse Sine Function,4. Trigonometry,4.1. The Inverse Trigonometric Functions,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Lessons/4.1.1. Graphing the Inverse Sine Function.md,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Source/4.1.1. Graphing the Inverse Sine Function,56,56,56
1486,PCL.4.1.2,4.1.2,Graphing the Inverse Cosine Function,4. Trigonometry,4.1. The Inverse Trigonometric Functions,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Lessons/4.1.2. Graphing the Inverse Cosine Function.md,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Source/4.1.2. Graphing the Inverse Cosine Function,56,56,57
1487,PCL.4.1.3,4.1.3,Graphing the Inverse Tangent Function,4. Trigonometry,4.1. The Inverse Trigonometric Functions,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Lessons/4.1.3. Graphing the Inverse Tangent Function.md,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Source/4.1.3. Graphing the Inverse Tangent Function,56,56,58
209,PCL.4.1.4,4.1.4,Evaluating Expressions Containing Inverse Trigonometric Functions,4. Trigonometry,4.1. The Inverse Trigonometric Functions,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Lessons/4.1.4. Evaluating Expressions Containing Inverse Trigonometric Functions.md,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Source/4.1.4. Evaluating Expressions Containing Inverse Trigonometric Functions,57,57,59
3538,PCL.4.1.5,4.1.5,Further Evaluating Expressions Containing Inverse Trigonometric Functions,4. Trigonometry,4.1. The Inverse Trigonometric Functions,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Lessons/4.1.5. Further Evaluating Expressions Containing Inverse Trigonometric Functions.md,4. Trigonometry/4.1. The Inverse Trigonometric Functions/Source/4.1.5. Further Evaluating Expressions Containing Inverse Trigonometric Functions,58,58,60
203,PCL.4.2.1,4.2.1,Simplifying Expressions Using Basic Trigonometric Identities,4. Trigonometry,4.2. Trigonometric Identities,4. Trigonometry/4.2. Trigonometric Identities/Lessons/4.2.1. Simplifying Expressions Using Basic Trigonometric Identities.md,4. Trigonometry/4.2. Trigonometric Identities/Source/4.2.1. Simplifying Expressions Using Basic Trigonometric Identities,47,47,61
207,PCL.4.2.2,4.2.2,Simplifying Expressions Using the Pythagorean Identity,4. Trigonometry,4.2. Trigonometric Identities,4. Trigonometry/4.2. Trigonometric Identities/Lessons/4.2.2. Simplifying Expressions Using the Pythagorean Identity.md,4. Trigonometry/4.2. Trigonometric Identities/Source/4.2.2. Simplifying Expressions Using the Pythagorean Identity,50,50,62
205,PCL.4.2.3,4.2.3,Alternate Forms of the Pythagorean Identity,4. Trigonometry,4.2. Trigonometric Identities,4. Trigonometry/4.2. Trigonometric Identities/Lessons/4.2.3. Alternate Forms of the Pythagorean Identity.md,4. Trigonometry/4.2. Trigonometric Identities/Source/4.2.3. Alternate Forms of the Pythagorean Identity,51,51,63
1454,PCL.4.2.4,4.2.4,Simplifying Expressions Using the Secant-Tangent Identity,4. Trigonometry,4.2. Trigonometric Identities,4. Trigonometry/4.2. Trigonometric Identities/Lessons/4.2.4. Simplifying Expressions Using the Secant-Tangent Identity.md,4. Trigonometry/4.2. Trigonometric Identities/Source/4.2.4. Simplifying Expressions Using the Secant-Tangent Identity,52,52,64
3857,PCL.4.2.5,4.2.5,Alternate Forms of the Secant-Tangent Identity,4. Trigonometry,4.2. Trigonometric Identities,4. Trigonometry/4.2. Trigonometric Identities/Lessons/4.2.5. Alternate Forms of the Secant-Tangent Identity.md,4. Trigonometry/4.2. Trigonometric Identities/Source/4.2.5. Alternate Forms of the Secant-Tangent Identity,53,53,65
1455,PCL.4.2.6,4.2.6,Simplifying Trigonometric Expressions Using the Cotangent-Cosecant Identity,4. Trigonometry,4.2. Trigonometric Identities,4. Trigonometry/4.2. Trigonometric Identities/Lessons/4.2.6. Simplifying Trigonometric Expressions Using the Cotangent-Cosecant Identity.md,4. Trigonometry/4.2. Trigonometric Identities/Source/4.2.6. Simplifying Trigonometric Expressions Using the Cotangent-Cosecant Identity,52,52,66
264,PCL.4.2.7,4.2.7,Simplifying Trigonometric Expressions Using Cofunction Identities,4. Trigonometry,4.2. Trigonometric Identities,4. Trigonometry/4.2. Trigonometric Identities/Lessons/4.2.7. Simplifying Trigonometric Expressions Using Cofunction Identities.md,4. Trigonometry/4.2. Trigonometric Identities/Source/4.2.7. Simplifying Trigonometric Expressions Using Cofunction Identities,51,51,67
270,PCL.4.3.1,4.3.1,The Sum and Difference Formulas for Sine,4. Trigonometry,4.3. The Sum and Difference Formulas,4. Trigonometry/4.3. The Sum and Difference Formulas/Lessons/4.3.1. The Sum and Difference Formulas for Sine.md,4. Trigonometry/4.3. The Sum and Difference Formulas/Source/4.3.1. The Sum and Difference Formulas for Sine,54,54,68
274,PCL.4.3.2,4.3.2,The Sum and Difference Formulas for Cosine,4. Trigonometry,4.3. The Sum and Difference Formulas,4. Trigonometry/4.3. The Sum and Difference Formulas/Lessons/4.3.2. The Sum and Difference Formulas for Cosine.md,4. Trigonometry/4.3. The Sum and Difference Formulas/Source/4.3.2. The Sum and Difference Formulas for Cosine,54,54,69
273,PCL.4.3.3,4.3.3,The Sum and Difference Formulas for Tangent,4. Trigonometry,4.3. The Sum and Difference Formulas,4. Trigonometry/4.3. The Sum and Difference Formulas/Lessons/4.3.3. The Sum and Difference Formulas for Tangent.md,4. Trigonometry/4.3. The Sum and Difference Formulas/Source/4.3.3. The Sum and Difference Formulas for Tangent,54,54,70
3837,PCL.4.3.4,4.3.4,Calculating Trigonometric Ratios Using the Sum Formula for Sine,4. Trigonometry,4.3. The Sum and Difference Formulas,4. Trigonometry/4.3. The Sum and Difference Formulas/Lessons/4.3.4. Calculating Trigonometric Ratios Using the Sum Formula for Sine.md,4. Trigonometry/4.3. The Sum and Difference Formulas/Source/4.3.4. Calculating Trigonometric Ratios Using the Sum Formula for Sine,55,55,71
3839,PCL.4.3.5,4.3.5,Calculating Trigonometric Ratios Using the Sum Formula for Cosine,4. Trigonometry,4.3. The Sum and Difference Formulas,4. Trigonometry/4.3. The Sum and Difference Formulas/Lessons/4.3.5. Calculating Trigonometric Ratios Using the Sum Formula for Cosine.md,4. Trigonometry/4.3. The Sum and Difference Formulas/Source/4.3.5. Calculating Trigonometric Ratios Using the Sum Formula for Cosine,55,55,72
3840,PCL.4.3.6,4.3.6,Calculating Trigonometric Ratios Using the Sum Formula for Tangent,4. Trigonometry,4.3. The Sum and Difference Formulas,4. Trigonometry/4.3. The Sum and Difference Formulas/Lessons/4.3.6. Calculating Trigonometric Ratios Using the Sum Formula for Tangent.md,4. Trigonometry/4.3. The Sum and Difference Formulas/Source/4.3.6. Calculating Trigonometric Ratios Using the Sum Formula for Tangent,55,55,73
1076,PCL.4.3.7,4.3.7,Writing Sums of Trigonometric Functions in Amplitude-Phase Form,4. Trigonometry,4.3. The Sum and Difference Formulas,4. Trigonometry/4.3. The Sum and Difference Formulas/Lessons/4.3.7. Writing Sums of Trigonometric Functions in Amplitude-Phase Form.md,4. Trigonometry/4.3. The Sum and Difference Formulas/Source/4.3.7. Writing Sums of Trigonometric Functions in Amplitude-Phase Form,55,55,74
271,PCL.4.4.1,4.4.1,The Double-Angle Formula for Sine,4. Trigonometry,4.4. The Double-Angle Formulas,4. Trigonometry/4.4. The Double-Angle Formulas/Lessons/4.4.1. The Double-Angle Formula for Sine.md,4. Trigonometry/4.4. The Double-Angle Formulas/Source/4.4.1. The Double-Angle Formula for Sine,55,55,75
830,PCL.4.4.2,4.4.2,Verifying Trigonometric Identities Using the Double-Angle Formula for Sine,4. Trigonometry,4.4. The Double-Angle Formulas,4. Trigonometry/4.4. The Double-Angle Formulas/Lessons/4.4.2. Verifying Trigonometric Identities Using the Double-Angle Formula for Sine.md,4. Trigonometry/4.4. The Double-Angle Formulas/Source/4.4.2. Verifying Trigonometric Identities Using the Double-Angle Formula for Sine,56,56,76
858,PCL.4.4.3,4.4.3,Using the Double-Angle Formula for Sine With the Pythagorean Theorem,4. Trigonometry,4.4. The Double-Angle Formulas,4. Trigonometry/4.4. The Double-Angle Formulas/Lessons/4.4.3. Using the Double-Angle Formula for Sine With the Pythagorean Theorem.md,4. Trigonometry/4.4. The Double-Angle Formulas/Source/4.4.3. Using the Double-Angle Formula for Sine With the Pythagorean Theorem,56,56,77
