topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
3324,PAS.8.2.4,8.2.4,Hypothesis Tests for Two Proportions,8. Hypothesis Testing,8.2. Two-Sample Procedures,8. Hypothesis Testing/8.2. Two-Sample Procedures/Lessons/8.2.4. Hypothesis Tests for Two Proportions.md,8. Hypothesis Testing/8.2. Two-Sample Procedures/Source/8.2.4. Hypothesis Tests for Two Proportions,87,87,157
3312,PAS.8.2.5,8.2.5,Hypothesis Tests for Two Means: Paired-Sample Z-Test,8. Hypothesis Testing,8.2. Two-Sample Procedures,8. Hypothesis Testing/8.2. Two-Sample Procedures/Lessons/8.2.5. Hypothesis Tests for Two Means- Paired-Sample Z-Test.md,8. Hypothesis Testing/8.2. Two-Sample Procedures/Source/8.2.5. Hypothesis Tests for Two Means- Paired-Sample Z-Test,86,86,158
4944,PAS.8.2.6,8.2.6,Hypothesis Tests for Two Means: Paired-Sample T-Test,8. Hypothesis Testing,8.2. Two-Sample Procedures,8. Hypothesis Testing/8.2. Two-Sample Procedures/Lessons/8.2.6. Hypothesis Tests for Two Means- Paired-Sample T-Test.md,8. Hypothesis Testing/8.2. Two-Sample Procedures/Source/8.2.6. Hypothesis Tests for Two Means- Paired-Sample T-Test,87,87,159
3318,PAS.8.2.7,8.2.7,Hypothesis Tests for Two Variances,8. Hypothesis Testing,8.2. Two-Sample Procedures,8. Hypothesis Testing/8.2. Two-Sample Procedures/Lessons/8.2.7. Hypothesis Tests for Two Variances.md,8. Hypothesis Testing/8.2. Two-Sample Procedures/Source/8.2.7. Hypothesis Tests for Two Variances,86,86,160
3315,PAS.8.3.1,8.3.1,One-Factor Within Groups and Between Groups Variation,8. Hypothesis Testing,8.3. Analysis of Variance,8. Hypothesis Testing/8.3. Analysis of Variance/Lessons/8.3.1. One-Factor Within Groups and Between Groups Variation.md,8. Hypothesis Testing/8.3. Analysis of Variance/Source/8.3.1. One-Factor Within Groups and Between Groups Variation,72,72,161
5365,PAS.8.3.2,8.3.2,"The Relationship Between SSW, SSB, SST",8. Hypothesis Testing,8.3. Analysis of Variance,"8. Hypothesis Testing/8.3. Analysis of Variance/Lessons/8.3.2. The Relationship Between SSW, SSB, SST.md","8. Hypothesis Testing/8.3. Analysis of Variance/Source/8.3.2. The Relationship Between SSW, SSB, SST",73,73,162
5360,PAS.8.3.3,8.3.3,One-Factor Analysis of Variance,8. Hypothesis Testing,8.3. Analysis of Variance,8. Hypothesis Testing/8.3. Analysis of Variance/Lessons/8.3.3. One-Factor Analysis of Variance.md,8. Hypothesis Testing/8.3. Analysis of Variance/Source/8.3.3. One-Factor Analysis of Variance,87,87,163
1056,PAS.9.1.1,9.1.1,The Linear Correlation Coefficient,9. Regression,9.1. Correlation and Regression,9. Regression/9.1. Correlation and Regression/Lessons/9.1.1. The Linear Correlation Coefficient.md,9. Regression/9.1. Correlation and Regression/Source/9.1.1. The Linear Correlation Coefficient,48,48,164
1057,PAS.9.1.2,9.1.2,Linear Regression,9. Regression,9.1. Correlation and Regression,9. Regression/9.1. Correlation and Regression/Lessons/9.1.2. Linear Regression.md,9. Regression/9.1. Correlation and Regression/Source/9.1.2. Linear Regression,48,48,165
3595,PAS.9.1.3,9.1.3,Residuals and Residual Plots,9. Regression,9.1. Correlation and Regression,9. Regression/9.1. Correlation and Regression/Lessons/9.1.3. Residuals and Residual Plots.md,9. Regression/9.1. Correlation and Regression/Source/9.1.3. Residuals and Residual Plots,42,42,166
3020,PAS.9.1.4,9.1.4,Spearman's Rank Correlation Coefficient,9. Regression,9.1. Correlation and Regression,9. Regression/9.1. Correlation and Regression/Lessons/9.1.4. Spearman's Rank Correlation Coefficient.md,9. Regression/9.1. Correlation and Regression/Source/9.1.4. Spearman's Rank Correlation Coefficient,49,49,167
3322,PAS.9.1.5,9.1.5,Confidence Intervals for Linear Regression Slope Parameters,9. Regression,9.1. Correlation and Regression,9. Regression/9.1. Correlation and Regression/Lessons/9.1.5. Confidence Intervals for Linear Regression Slope Parameters.md,9. Regression/9.1. Correlation and Regression/Source/9.1.5. Confidence Intervals for Linear Regression Slope Parameters,86,86,168
4116,PAS.9.1.6,9.1.6,Confidence Intervals for Linear Regression Intercept Parameters,9. Regression,9.1. Correlation and Regression,9. Regression/9.1. Correlation and Regression/Lessons/9.1.6. Confidence Intervals for Linear Regression Intercept Parameters.md,9. Regression/9.1. Correlation and Regression/Source/9.1.6. Confidence Intervals for Linear Regression Intercept Parameters,86,86,169
2166,PAS.9.2.1,9.2.1,The Least-Squares Solution of a Linear System (Without Collinearity),9. Regression,9.2. Linear and Nonlinear Regression With Matrices,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Lessons/9.2.1. The Least-Squares Solution of a Linear System (Without Collinearity).md,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Source/9.2.1. The Least-Squares Solution of a Linear System (Without Collinearity),77,77,170
2167,PAS.9.2.2,9.2.2,The Least-Squares Solution of a Linear System (With Collinearity),9. Regression,9.2. Linear and Nonlinear Regression With Matrices,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Lessons/9.2.2. The Least-Squares Solution of a Linear System (With Collinearity).md,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Source/9.2.2. The Least-Squares Solution of a Linear System (With Collinearity),78,78,171
2169,PAS.9.2.3,9.2.3,Linear Regression With Matrices,9. Regression,9.2. Linear and Nonlinear Regression With Matrices,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Lessons/9.2.3. Linear Regression With Matrices.md,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Source/9.2.3. Linear Regression With Matrices,78,78,172
2170,PAS.9.2.4,9.2.4,Polynomial Regression With Matrices,9. Regression,9.2. Linear and Nonlinear Regression With Matrices,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Lessons/9.2.4. Polynomial Regression With Matrices.md,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Source/9.2.4. Polynomial Regression With Matrices,79,79,173
2171,PAS.9.2.5,9.2.5,Multiple Linear Regression With Matrices,9. Regression,9.2. Linear and Nonlinear Regression With Matrices,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Lessons/9.2.5. Multiple Linear Regression With Matrices.md,9. Regression/9.2. Linear and Nonlinear Regression With Matrices/Source/9.2.5. Multiple Linear Regression With Matrices,79,79,174
3014,PAS.10.1.1,10.1.1,Introduction to Chi-Square Goodness-of-Fit,10. Nonparametric Inference,10.1. Goodness-of-Fit and Order Statistics,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Lessons/10.1.1. Introduction to Chi-Square Goodness-of-Fit.md,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Source/10.1.1. Introduction to Chi-Square Goodness-of-Fit,85,85,175
3015,PAS.10.1.2,10.1.2,Testing Binomial Models Using Chi-Square Goodness-of-Fit,10. Nonparametric Inference,10.1. Goodness-of-Fit and Order Statistics,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Lessons/10.1.2. Testing Binomial Models Using Chi-Square Goodness-of-Fit.md,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Source/10.1.2. Testing Binomial Models Using Chi-Square Goodness-of-Fit,86,86,176
3016,PAS.10.1.3,10.1.3,Testing Poisson Models Using Chi-Square Goodness-of-Fit,10. Nonparametric Inference,10.1. Goodness-of-Fit and Order Statistics,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Lessons/10.1.3. Testing Poisson Models Using Chi-Square Goodness-of-Fit.md,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Source/10.1.3. Testing Poisson Models Using Chi-Square Goodness-of-Fit,86,86,177
3017,PAS.10.1.4,10.1.4,Testing Continuous Uniform Models Using Chi-Square Goodness-of-Fit,10. Nonparametric Inference,10.1. Goodness-of-Fit and Order Statistics,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Lessons/10.1.4. Testing Continuous Uniform Models Using Chi-Square Goodness-of-Fit.md,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Source/10.1.4. Testing Continuous Uniform Models Using Chi-Square Goodness-of-Fit,86,86,178
3018,PAS.10.1.5,10.1.5,Testing Normal Models Using Chi-Square Goodness-of-Fit,10. Nonparametric Inference,10.1. Goodness-of-Fit and Order Statistics,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Lessons/10.1.5. Testing Normal Models Using Chi-Square Goodness-of-Fit.md,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Source/10.1.5. Testing Normal Models Using Chi-Square Goodness-of-Fit,86,86,179
3317,PAS.10.1.6,10.1.6,Chi-Square Tests of Independence and Homogeneity,10. Nonparametric Inference,10.1. Goodness-of-Fit and Order Statistics,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Lessons/10.1.6. Chi-Square Tests of Independence and Homogeneity.md,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Source/10.1.6. Chi-Square Tests of Independence and Homogeneity,86,86,180
3326,PAS.10.1.7,10.1.7,Introduction to Order Statistics,10. Nonparametric Inference,10.1. Goodness-of-Fit and Order Statistics,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Lessons/10.1.7. Introduction to Order Statistics.md,10. Nonparametric Inference/10.1. Goodness-of-Fit and Order Statistics/Source/10.1.7. Introduction to Order Statistics,79,79,181
