topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
3637,PAS.1.4.5,1.4.5,The Distribution Function Method With Many-to-One Transformations,1. Probability & Random Variables,1.4. Functions of Random Variables,1. Probability & Random Variables/1.4. Functions of Random Variables/Lessons/1.4.5. The Distribution Function Method With Many-to-One Transformations.md,1. Probability & Random Variables/1.4. Functions of Random Variables/Source/1.4.5. The Distribution Function Method With Many-to-One Transformations,75,75,20
730,PAS.2.1.1,2.1.1,Expected Values of Discrete Random Variables,2. Expectation,2.1. Expectation of Random Variables,2. Expectation/2.1. Expectation of Random Variables/Lessons/2.1.1. Expected Values of Discrete Random Variables.md,2. Expectation/2.1. Expectation of Random Variables/Source/2.1.1. Expected Values of Discrete Random Variables,46,46,21
2836,PAS.2.1.2,2.1.2,Properties of Expectation for Discrete Random Variables,2. Expectation,2.1. Expectation of Random Variables,2. Expectation/2.1. Expectation of Random Variables/Lessons/2.1.2. Properties of Expectation for Discrete Random Variables.md,2. Expectation/2.1. Expectation of Random Variables/Source/2.1.2. Properties of Expectation for Discrete Random Variables,47,47,22
1388,PAS.2.1.3,2.1.3,Variance of Discrete Random Variables,2. Expectation,2.1. Expectation of Random Variables,2. Expectation/2.1. Expectation of Random Variables/Lessons/2.1.3. Variance of Discrete Random Variables.md,2. Expectation/2.1. Expectation of Random Variables/Source/2.1.3. Variance of Discrete Random Variables,49,49,23
3642,PAS.2.1.4,2.1.4,Moments of Discrete Random Variables,2. Expectation,2.1. Expectation of Random Variables,2. Expectation/2.1. Expectation of Random Variables/Lessons/2.1.4. Moments of Discrete Random Variables.md,2. Expectation/2.1. Expectation of Random Variables/Source/2.1.4. Moments of Discrete Random Variables,48,48,24
3028,PAS.2.1.5,2.1.5,Properties of Variance for Discrete Random Variables,2. Expectation,2.1. Expectation of Random Variables,2. Expectation/2.1. Expectation of Random Variables/Lessons/2.1.5. Properties of Variance for Discrete Random Variables.md,2. Expectation/2.1. Expectation of Random Variables/Source/2.1.5. Properties of Variance for Discrete Random Variables,50,50,25
2987,PAS.2.1.6,2.1.6,Moments of Continuous Random Variables,2. Expectation,2.1. Expectation of Random Variables,2. Expectation/2.1. Expectation of Random Variables/Lessons/2.1.6. Moments of Continuous Random Variables.md,2. Expectation/2.1. Expectation of Random Variables/Source/2.1.6. Moments of Continuous Random Variables,74,74,26
4012,PAS.2.1.7,2.1.7,Expected Values of Continuous Random Variables,2. Expectation,2.1. Expectation of Random Variables,2. Expectation/2.1. Expectation of Random Variables/Lessons/2.1.7. Expected Values of Continuous Random Variables.md,2. Expectation/2.1. Expectation of Random Variables/Source/2.1.7. Expected Values of Continuous Random Variables,73,73,27
2988,PAS.2.1.8,2.1.8,Variance of Continuous Random Variables,2. Expectation,2.1. Expectation of Random Variables,2. Expectation/2.1. Expectation of Random Variables/Lessons/2.1.8. Variance of Continuous Random Variables.md,2. Expectation/2.1. Expectation of Random Variables/Source/2.1.8. Variance of Continuous Random Variables,75,75,28
1335,PAS.2.1.9,2.1.9,The Rule of the Lazy Statistician,2. Expectation,2.1. Expectation of Random Variables,2. Expectation/2.1. Expectation of Random Variables/Lessons/2.1.9. The Rule of the Lazy Statistician.md,2. Expectation/2.1. Expectation of Random Variables/Source/2.1.9. The Rule of the Lazy Statistician,74,74,29
3401,PAS.2.2.1,2.2.1,Moment-Generating Functions,2. Expectation,2.2. Moment-Generating Functions,2. Expectation/2.2. Moment-Generating Functions/Lessons/2.2.1. Moment-Generating Functions.md,2. Expectation/2.2. Moment-Generating Functions/Source/2.2.1. Moment-Generating Functions,75,75,30
3287,PAS.2.2.2,2.2.2,Calculating Moments Using Moment-Generating Functions,2. Expectation,2.2. Moment-Generating Functions,2. Expectation/2.2. Moment-Generating Functions/Lessons/2.2.2. Calculating Moments Using Moment-Generating Functions.md,2. Expectation/2.2. Moment-Generating Functions/Source/2.2.2. Calculating Moments Using Moment-Generating Functions,76,76,31
3648,PAS.2.2.3,2.2.3,Calculating Variance and Standard Deviation Using Moment-Generating Functions,2. Expectation,2.2. Moment-Generating Functions,2. Expectation/2.2. Moment-Generating Functions/Lessons/2.2.3. Calculating Variance and Standard Deviation Using Moment-Generating Functions.md,2. Expectation/2.2. Moment-Generating Functions/Source/2.2.3. Calculating Variance and Standard Deviation Using Moment-Generating Functions,77,77,32
3288,PAS.2.2.4,2.2.4,Constructing Moment-Generating Functions for Discrete Probability Distributions,2. Expectation,2.2. Moment-Generating Functions,2. Expectation/2.2. Moment-Generating Functions/Lessons/2.2.4. Constructing Moment-Generating Functions for Discrete Probability Distributions.md,2. Expectation/2.2. Moment-Generating Functions/Source/2.2.4. Constructing Moment-Generating Functions for Discrete Probability Distributions,78,78,33
3601,PAS.2.2.5,2.2.5,Constructing Moment-Generating Functions for Continuous Probability Distributions,2. Expectation,2.2. Moment-Generating Functions,2. Expectation/2.2. Moment-Generating Functions/Lessons/2.2.5. Constructing Moment-Generating Functions for Continuous Probability Distributions.md,2. Expectation/2.2. Moment-Generating Functions/Source/2.2.5. Constructing Moment-Generating Functions for Continuous Probability Distributions,79,79,34
3070,PAS.2.2.6,2.2.6,Properties of Moment-Generating Functions,2. Expectation,2.2. Moment-Generating Functions,2. Expectation/2.2. Moment-Generating Functions/Lessons/2.2.6. Properties of Moment-Generating Functions.md,2. Expectation/2.2. Moment-Generating Functions/Source/2.2.6. Properties of Moment-Generating Functions,80,80,35
3293,PAS.2.2.7,2.2.7,The Uniqueness Property of MGFs,2. Expectation,2.2. Moment-Generating Functions,2. Expectation/2.2. Moment-Generating Functions/Lessons/2.2.7. The Uniqueness Property of MGFs.md,2. Expectation/2.2. Moment-Generating Functions/Source/2.2.7. The Uniqueness Property of MGFs,81,81,36
3010,PAS.3.1.1,3.1.1,The Discrete Uniform Distribution,3. Discrete Probability Distributions,3.1. The Discrete Uniform Distribution,3. Discrete Probability Distributions/3.1. The Discrete Uniform Distribution/Lessons/3.1.1. The Discrete Uniform Distribution.md,3. Discrete Probability Distributions/3.1. The Discrete Uniform Distribution/Source/3.1.1. The Discrete Uniform Distribution,63,63,37
3402,PAS.3.1.2,3.1.2,Mean and Variance of the Discrete Uniform Distribution,3. Discrete Probability Distributions,3.1. The Discrete Uniform Distribution,3. Discrete Probability Distributions/3.1. The Discrete Uniform Distribution/Lessons/3.1.2. Mean and Variance of the Discrete Uniform Distribution.md,3. Discrete Probability Distributions/3.1. The Discrete Uniform Distribution/Source/3.1.2. Mean and Variance of the Discrete Uniform Distribution,65,65,38
3269,PAS.3.1.3,3.1.3,Modeling With Discrete Uniform Distributions,3. Discrete Probability Distributions,3.1. The Discrete Uniform Distribution,3. Discrete Probability Distributions/3.1. The Discrete Uniform Distribution/Lessons/3.1.3. Modeling With Discrete Uniform Distributions.md,3. Discrete Probability Distributions/3.1. The Discrete Uniform Distribution/Source/3.1.3. Modeling With Discrete Uniform Distributions,64,64,39
3071,PAS.3.2.1,3.2.1,The Bernoulli Distribution,3. Discrete Probability Distributions,3.2. The Bernoulli Distribution,3. Discrete Probability Distributions/3.2. The Bernoulli Distribution/Lessons/3.2.1. The Bernoulli Distribution.md,3. Discrete Probability Distributions/3.2. The Bernoulli Distribution/Source/3.2.1. The Bernoulli Distribution,46,46,40
3280,PAS.3.2.2,3.2.2,Mean and Variance of the Bernoulli Distribution,3. Discrete Probability Distributions,3.2. The Bernoulli Distribution,3. Discrete Probability Distributions/3.2. The Bernoulli Distribution/Lessons/3.2.2. Mean and Variance of the Bernoulli Distribution.md,3. Discrete Probability Distributions/3.2. The Bernoulli Distribution/Source/3.2.2. Mean and Variance of the Bernoulli Distribution,50,50,41
3281,PAS.3.3.1,3.3.1,The Binomial Distribution,3. Discrete Probability Distributions,3.3. The Binomial Distribution,3. Discrete Probability Distributions/3.3. The Binomial Distribution/Lessons/3.3.1. The Binomial Distribution.md,3. Discrete Probability Distributions/3.3. The Binomial Distribution/Source/3.3.1. The Binomial Distribution,46,46,42
1395,PAS.3.3.2,3.3.2,Modeling With the Binomial Distribution,3. Discrete Probability Distributions,3.3. The Binomial Distribution,3. Discrete Probability Distributions/3.3. The Binomial Distribution/Lessons/3.3.2. Modeling With the Binomial Distribution.md,3. Discrete Probability Distributions/3.3. The Binomial Distribution/Source/3.3.2. Modeling With the Binomial Distribution,47,47,43
2149,PAS.3.3.3,3.3.3,Mean and Variance of the Binomial Distribution,3. Discrete Probability Distributions,3.3. The Binomial Distribution,3. Discrete Probability Distributions/3.3. The Binomial Distribution/Lessons/3.3.3. Mean and Variance of the Binomial Distribution.md,3. Discrete Probability Distributions/3.3. The Binomial Distribution/Source/3.3.3. Mean and Variance of the Binomial Distribution,50,50,44
3270,PAS.3.3.4,3.3.4,The CDF of the Binomial Distribution,3. Discrete Probability Distributions,3.3. The Binomial Distribution,3. Discrete Probability Distributions/3.3. The Binomial Distribution/Lessons/3.3.4. The CDF of the Binomial Distribution.md,3. Discrete Probability Distributions/3.3. The Binomial Distribution/Source/3.3.4. The CDF of the Binomial Distribution,47,47,45
3282,PAS.3.4.1,3.4.1,The Poisson Distribution,3. Discrete Probability Distributions,3.4. The Poisson Distribution,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Lessons/3.4.1. The Poisson Distribution.md,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Source/3.4.1. The Poisson Distribution,46,46,46
2838,PAS.3.4.2,3.4.2,Modeling With the Poisson Distribution,3. Discrete Probability Distributions,3.4. The Poisson Distribution,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Lessons/3.4.2. Modeling With the Poisson Distribution.md,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Source/3.4.2. Modeling With the Poisson Distribution,47,47,47
2991,PAS.3.4.3,3.4.3,Mean and Variance of the Poisson Distribution,3. Discrete Probability Distributions,3.4. The Poisson Distribution,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Lessons/3.4.3. Mean and Variance of the Poisson Distribution.md,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Source/3.4.3. Mean and Variance of the Poisson Distribution,50,50,48
3274,PAS.3.4.4,3.4.4,The CDF of the Poisson Distribution,3. Discrete Probability Distributions,3.4. The Poisson Distribution,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Lessons/3.4.4. The CDF of the Poisson Distribution.md,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Source/3.4.4. The CDF of the Poisson Distribution,57,57,49
2840,PAS.3.4.5,3.4.5,The Poisson Approximation of the Binomial Distribution,3. Discrete Probability Distributions,3.4. The Poisson Distribution,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Lessons/3.4.5. The Poisson Approximation of the Binomial Distribution.md,3. Discrete Probability Distributions/3.4. The Poisson Distribution/Source/3.4.5. The Poisson Approximation of the Binomial Distribution,51,51,50
3284,PAS.3.5.1,3.5.1,The Geometric Distribution,3. Discrete Probability Distributions,3.5. The Geometric Distribution,3. Discrete Probability Distributions/3.5. The Geometric Distribution/Lessons/3.5.1. The Geometric Distribution.md,3. Discrete Probability Distributions/3.5. The Geometric Distribution/Source/3.5.1. The Geometric Distribution,46,46,51
2839,PAS.3.5.2,3.5.2,Modeling With the Geometric Distribution,3. Discrete Probability Distributions,3.5. The Geometric Distribution,3. Discrete Probability Distributions/3.5. The Geometric Distribution/Lessons/3.5.2. Modeling With the Geometric Distribution.md,3. Discrete Probability Distributions/3.5. The Geometric Distribution/Source/3.5.2. Modeling With the Geometric Distribution,47,47,52
2992,PAS.3.5.3,3.5.3,Mean and Variance of the Geometric Distribution,3. Discrete Probability Distributions,3.5. The Geometric Distribution,3. Discrete Probability Distributions/3.5. The Geometric Distribution/Lessons/3.5.3. Mean and Variance of the Geometric Distribution.md,3. Discrete Probability Distributions/3.5. The Geometric Distribution/Source/3.5.3. Mean and Variance of the Geometric Distribution,50,50,53
3072,PAS.3.6.1,3.6.1,The Negative Binomial Distribution,3. Discrete Probability Distributions,3.6. The Negative Binomial Distribution,3. Discrete Probability Distributions/3.6. The Negative Binomial Distribution/Lessons/3.6.1. The Negative Binomial Distribution.md,3. Discrete Probability Distributions/3.6. The Negative Binomial Distribution/Source/3.6.1. The Negative Binomial Distribution,47,47,54
3285,PAS.3.6.2,3.6.2,Modeling With the Negative Binomial Distribution,3. Discrete Probability Distributions,3.6. The Negative Binomial Distribution,3. Discrete Probability Distributions/3.6. The Negative Binomial Distribution/Lessons/3.6.2. Modeling With the Negative Binomial Distribution.md,3. Discrete Probability Distributions/3.6. The Negative Binomial Distribution/Source/3.6.2. Modeling With the Negative Binomial Distribution,48,48,55
3273,PAS.3.6.3,3.6.3,Mean and Variance of the Negative Binomial Distribution,3. Discrete Probability Distributions,3.6. The Negative Binomial Distribution,3. Discrete Probability Distributions/3.6. The Negative Binomial Distribution/Lessons/3.6.3. Mean and Variance of the Negative Binomial Distribution.md,3. Discrete Probability Distributions/3.6. The Negative Binomial Distribution/Source/3.6.3. Mean and Variance of the Negative Binomial Distribution,68,68,56
711,PAS.4.1.1,4.1.1,The Z-Score,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.1. The Z-Score.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.1. The Z-Score,46,46,57
265,PAS.4.1.2,4.1.2,The Standard Normal Distribution,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.2. The Standard Normal Distribution.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.2. The Standard Normal Distribution,47,47,58
4420,PAS.4.1.3,4.1.3,Symmetry Properties of the Standard Normal Distribution,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.3. Symmetry Properties of the Standard Normal Distribution.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.3. Symmetry Properties of the Standard Normal Distribution,48,48,59
1843,PAS.4.1.4,4.1.4,The Normal Distribution,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.4. The Normal Distribution.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.4. The Normal Distribution,49,49,60
1470,PAS.4.1.5,4.1.5,Mean and Variance of the Normal Distribution,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.5. Mean and Variance of the Normal Distribution.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.5. Mean and Variance of the Normal Distribution,50,50,61
3214,PAS.4.1.6,4.1.6,Percentage Points of the Standard Normal Distribution,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.6. Percentage Points of the Standard Normal Distribution.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.6. Percentage Points of the Standard Normal Distribution,49,49,62
788,PAS.4.1.7,4.1.7,Modeling With the Normal Distribution,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.7. Modeling With the Normal Distribution.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.7. Modeling With the Normal Distribution,51,51,63
3594,PAS.4.1.8,4.1.8,The Empirical Rule for the Normal Distribution,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.8. The Empirical Rule for the Normal Distribution.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.8. The Empirical Rule for the Normal Distribution,50,50,64
1633,PAS.4.1.9,4.1.9,Normal Approximations of Binomial Distributions,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.9. Normal Approximations of Binomial Distributions.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.9. Normal Approximations of Binomial Distributions,74,74,65
2993,PAS.4.1.10,4.1.10,The Normal Approximation of the Poisson Distribution,4. Continuous Probability Distributions,4.1. The Normal Distribution,4. Continuous Probability Distributions/4.1. The Normal Distribution/Lessons/4.1.10. The Normal Approximation of the Poisson Distribution.md,4. Continuous Probability Distributions/4.1. The Normal Distribution/Source/4.1.10. The Normal Approximation of the Poisson Distribution,74,74,66
791,PAS.4.2.1,4.2.1,The Continuous Uniform Distribution,4. Continuous Probability Distributions,4.2. The Continuous Uniform Distribution,4. Continuous Probability Distributions/4.2. The Continuous Uniform Distribution/Lessons/4.2.1. The Continuous Uniform Distribution.md,4. Continuous Probability Distributions/4.2. The Continuous Uniform Distribution/Source/4.2.1. The Continuous Uniform Distribution,73,73,67
3277,PAS.4.2.2,4.2.2,Mean and Variance of the Continuous Uniform Distribution,4. Continuous Probability Distributions,4.2. The Continuous Uniform Distribution,4. Continuous Probability Distributions/4.2. The Continuous Uniform Distribution/Lessons/4.2.2. Mean and Variance of the Continuous Uniform Distribution.md,4. Continuous Probability Distributions/4.2. The Continuous Uniform Distribution/Source/4.2.2. Mean and Variance of the Continuous Uniform Distribution,76,76,68
2990,PAS.4.2.3,4.2.3,Modeling With Continuous Uniform Distributions,4. Continuous Probability Distributions,4.2. The Continuous Uniform Distribution,4. Continuous Probability Distributions/4.2. The Continuous Uniform Distribution/Lessons/4.2.3. Modeling With Continuous Uniform Distributions.md,4. Continuous Probability Distributions/4.2. The Continuous Uniform Distribution/Source/4.2.3. Modeling With Continuous Uniform Distributions,77,77,69
3074,PAS.4.3.1,4.3.1,The Exponential Distribution,4. Continuous Probability Distributions,4.3. The Exponential Distribution,4. Continuous Probability Distributions/4.3. The Exponential Distribution/Lessons/4.3.1. The Exponential Distribution.md,4. Continuous Probability Distributions/4.3. The Exponential Distribution/Source/4.3.1. The Exponential Distribution,73,73,70
3353,PAS.4.3.2,4.3.2,Modeling With the Exponential Distribution,4. Continuous Probability Distributions,4.3. The Exponential Distribution,4. Continuous Probability Distributions/4.3. The Exponential Distribution/Lessons/4.3.2. Modeling With the Exponential Distribution.md,4. Continuous Probability Distributions/4.3. The Exponential Distribution/Source/4.3.2. Modeling With the Exponential Distribution,74,74,71
3275,PAS.4.3.3,4.3.3,Mean and Variance of the Exponential Distribution,4. Continuous Probability Distributions,4.3. The Exponential Distribution,4. Continuous Probability Distributions/4.3. The Exponential Distribution/Lessons/4.3.3. Mean and Variance of the Exponential Distribution.md,4. Continuous Probability Distributions/4.3. The Exponential Distribution/Source/4.3.3. Mean and Variance of the Exponential Distribution,76,76,72
3289,PAS.4.4.1,4.4.1,The Gamma Function,4. Continuous Probability Distributions,4.4. Other Continous Distributions,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Lessons/4.4.1. The Gamma Function.md,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Source/4.4.1. The Gamma Function,72,72,73
3075,PAS.4.4.2,4.4.2,The Gamma Distribution,4. Continuous Probability Distributions,4.4. Other Continous Distributions,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Lessons/4.4.2. The Gamma Distribution.md,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Source/4.4.2. The Gamma Distribution,77,77,74
3023,PAS.4.4.3,4.4.3,The Chi-Square Distribution,4. Continuous Probability Distributions,4.4. Other Continous Distributions,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Lessons/4.4.3. The Chi-Square Distribution.md,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Source/4.4.3. The Chi-Square Distribution,73,73,75
3069,PAS.4.4.4,4.4.4,The Student's T-Distribution,4. Continuous Probability Distributions,4.4. Other Continous Distributions,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Lessons/4.4.4. The Student's T-Distribution.md,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Source/4.4.4. The Student's T-Distribution,84,84,76
3060,PAS.4.4.5,4.4.5,The F-Distribution,4. Continuous Probability Distributions,4.4. Other Continous Distributions,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Lessons/4.4.5. The F-Distribution.md,4. Continuous Probability Distributions/4.4. Other Continous Distributions/Source/4.4.5. The F-Distribution,74,74,77
3001,PAS.5.1.1,5.1.1,Joint Distributions for Discrete Random Variables,5. Combining Random Variables,5.1. Distributions of Two Discrete Random Variables,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Lessons/5.1.1. Joint Distributions for Discrete Random Variables.md,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Source/5.1.1. Joint Distributions for Discrete Random Variables,64,64,78
3004,PAS.5.1.2,5.1.2,The Joint CDF of Two Discrete Random Variables,5. Combining Random Variables,5.1. Distributions of Two Discrete Random Variables,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Lessons/5.1.2. The Joint CDF of Two Discrete Random Variables.md,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Source/5.1.2. The Joint CDF of Two Discrete Random Variables,65,65,79
3002,PAS.5.1.3,5.1.3,Marginal Distributions for Discrete Random Variables,5. Combining Random Variables,5.1. Distributions of Two Discrete Random Variables,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Lessons/5.1.3. Marginal Distributions for Discrete Random Variables.md,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Source/5.1.3. Marginal Distributions for Discrete Random Variables,65,65,80
